snippet,headline__main,year_mo,compound,negative,neutral,positive
"President Trump, calling the Pennsylvania ruling “very unfair to Republicans and to our country,” said that the decision should be appealed to the Supreme Court.",Trump Endorses G.O.P. Fight to Keep Gerrymandered Congressional Map,201802,0.128,0.104,0.774,0.121
"The film, one of the festival’s more divisive entries, was not considered a front-runner, partly because of the frankness of some of its sex scenes.",Top Berlin Film Festival Prize Goes to ‘Touch Me Not’,201802,0,0,1,0
"The American cross-country skier Kikkan Randall took gold and a Norwegian counterpart, Marit Bjorgen, took third in the same race. Both have very young sons.","At the Olympics, Motherhood Skis Away With a Gold and a Bronze",201802,0,0,1,0
The fall 2018 rtw collection.,Jil Sander M/W: Fall 2018,201802,0,0,1,0
House Democrats made public a heavily redacted memo that was drafted to counter Republican claims of surveillance abuses against a former Trump campaign aide.,Democratic Rebuttal of G.O.P. Memo,201802,-0.5574,0.146,0.854,0
"Several companies — including Delta Air Lines and MetLife — have ended partnerships with the National Rifle Association after the mass shooting in Parkland, Fla.",A List of the Companies Cutting Ties With the N.R.A.,201802,0,0,1,0
House Democrats made public a heavily redacted memo that was drafted to counter Republican claims of surveillance abuses against a former Trump campaign aide.,"2 Weeks After Trump Blocked It, Democrats’ Rebuttal of G.O.P. Memo Is Released",201802,-0.5574,0.146,0.854,0
"Ratelle’s No. 19 will be retired at Madison Square Garden on Sunday, more than 40 years after his startling trade to the Bruins.",Rangers Greats Reunite to Honor Jean Ratelle,201802,-0.2263,0.09,0.857,0.053
The presence of a firearm is always an invitation to violence.,I Was a Marine. I Don’t Want a Gun in My Classroom.,201802,-0.6249,0.313,0.687,0
Qualified applicants only.,Wanted: A Personal Assistant for Some Unconventional Tasks,201802,0,0,1,0
"At the Pyeongchang Olympics, Lindsey Vonn and Shiffrin accounted for all three American medals in Alpine skiing. And Vonn is headed toward the exit.","For the Moment, Mikaela Shiffrin Is Looking a Little Lonely at the Top",201802,0,0,1,0
One thing I have learned is that the rules for life are different from the rules for sports.,Sasha Cohen: An Olympian’s Guide to Retiring at 25,201802,0,0,1,0
The case would have been the first to go to trial involving the German automaker’s emissions scandal.,Volkswagen Settles Emissions Lawsuit in U.S.,201802,-0.4404,0.153,0.847,0
"State and local governments should pass laws to protect facilities that help curb overdose deaths, in the face of the Trump administration’s threats.",Let Cities Open Safe Injection Sites,201802,0.3612,0.1,0.712,0.189
A grim reptilian fable about a leader who’s not able.,This Snake Can’t Shed His Skin,201802,-0.5719,0.346,0.654,0
"The film, which had a wildly successful first week at the box office, draws inspiration from a movement of black artists imagining possible futures.",The Afrofuturism Behind ‘Black Panther’,201802,0.802,0,0.735,0.265
Her illness essentially doubled my wardrobe. I obviously had mixed feelings about that.,Wearing My Dying Mother’s Clothes,201802,-0.4019,0.197,0.803,0
The curiosity that Steven Pinker’s vision of enlightenment leaves out.,The Edges of Reason,201802,0.25,0,0.818,0.182
The president has delivered wins time after time for Christians.,"In Donald Trump, Evangelicals Have Found Their President",201802,0.5719,0,0.709,0.291
High-risk sports enthusiasts say that the thrills are worth the danger.,Why People Love to Jump Off Cliffs,201802,0.34,0.198,0.407,0.395
"We need to free boys from shame, and teach them that masculinity isn’t about domination.","Real Men Get Rejected, Too",201802,0,0.219,0.612,0.168
What I learned when a famous 96-year-old physician became my patient.,"Doctors, Revolt!",201802,0,0,1,0
"Readers discuss children’s use of technology, in school and at home, and the “digital divide.”",The Battle Over Screen Time,201802,0,0,1,0
The Council approved an immediate 30-day cease-fire after a recent bombardment of the Damascus suburb of eastern Ghouta killed hundreds of civilians.,U.N. Security Council Votes in Favor of Syria Cease-Fire After Week of Bloodshed,201802,-0.4019,0.171,0.722,0.106
The fall 2018 rtw collection.,Missoni M/W: Fall 2018,201802,0,0,1,0
"President Trump and his aides point out that he has not been implicated by any of the charges in the Russia inquiry led by the special counsel Robert S. Mueller III. Yet the investigation seems to be leading to a larger, as yet undefined, goal.",Mueller Is Gaining Steam. Should Trump Worry?,201802,0.1531,0.045,0.897,0.058
"When baby koalas or kangaroos need to be hand-reared, cow milk can sicken them. So a local company began creating custom formulas, and expanded to echidnas, sugar gliders and other Australian natives.","Saving Koalas, and Other Marsupials, With Milk Almost as Good as Mom’s",201802,-0.1779,0.085,0.85,0.065
"Gov. Andrew Cuomo has reinterpreted an executive directive, enabling him to receive about $890,000 from people he has appointed to state boards.","In Spite of Executive Order, Cuomo Takes Campaign Money From State Appointees",201802,0,0,1,0
"Because of changes to the global trading system, an end to the agreement is unlikely to be devastating for Canada, and could even have positive effects.","If Trump Rips Up Nafta, Canada May Shrug, Not Shudder",201802,0.3612,0.126,0.674,0.199
"The protests calling for stricter gun control measures come on the heels of other youth movements, but the momentum they have gained makes them stand out.",What Makes #NeverAgain Different?,201802,0.3071,0.107,0.778,0.115
"Women wield significant authority in northern Syria — in the police, the courts and the militias — and the push for gender equality is spreading from Kurdish-majority areas to conservative Arab ones.","Women Are Free, and Armed, in Kurdish-Controlled Northern Syria",201802,0.2732,0,0.906,0.094
Sam Ezersky almost spells my zealots maskers.,Puns and Anagrams,201802,-0.1372,0.204,0.796,0
"The guilty plea of one of Skadden’s lawyers has cast a spotlight on its work for a Russia-aligned former president of Ukraine, and its advice to other firms.","How Skadden, the Giant Law Firm, Got Entangled in the Mueller Investigation",201802,-0.4215,0.101,0.899,0
"Mr. Manafort paid 2 million euros to former European officials to lobby for Ukraine’s then pro-Russian government, a new indictment says.",European Ex-Officials Deny Being Paid by Manafort to Lobby for Ukraine,201802,0.0258,0,0.942,0.058
What’s responsible for the recent soundtrack renaissance that brought albums from “Black Panther” and “The Greatest Showman” to the top of the charts?,In Defense of Soundtracks. And Fergie.,201802,0.8074,0,0.707,0.293
" Rare, antique, vintage, and contemporary cards capture a moment in time and, together, show a spectrum of experience.",A Postcard View of African-American Life,201802,0,0,1,0
States are moving to block “gag clauses” that prohibit pharmacists from telling customers that they could save money by paying cash for prescription drugs rather than using their health insurance.,Why Your Pharmacist Can’t Tell You That $20 Prescription Could Cost Only $8,201802,0.0772,0.085,0.821,0.094
The group is often perceived by opponents as bankrolling its preferred candidates. But its influence is derived from a muscular electioneering machine.,"The True Source of the N.R.A.’s Clout: Mobilization, Not Donations",201802,0,0,1,0
A special Times collaboration with New Orleans’ NOLA.com | The Times-Picayune on the environmental threat to the Gulf Coast took nearly a year to put together.,"To Cover Louisiana’s Crises, The Times and Times-Picayune Team Up",201802,-0.1779,0.125,0.775,0.1
The discovery of a maid’s body in an apartment in Kuwait sparked outrage and focused attention on the treatment of Philippine workers living abroad.,Suspect in Philippine Maid’s Death Arrested in Lebanon,201802,-0.1779,0.123,0.781,0.097
Alarming numbers of people are dying because of vast supplies of firearms and drugs — and the mistaken belief that there are easy fixes.,Guns and Opioids Are American Scourges Fueled by Availability,201802,-0.0258,0.143,0.753,0.104
Warren Buffett released his annual letter to Berkshire Hathaway’s shareholders and it discussed why the conglomerate largely avoided big deals last year.,Buffett’s Annual Letter: Berkshire Records $29 Billion Gain From Tax Law,201802,-0.34,0.103,0.897,0
"Meehyun Lee was born in South Korea and adopted by a family in Pennsylvania when she was just 1. She returned to compete for South Korea in the Olympics, hoping her birth parents might be watching.",Her Olympic Goal: Find Her Birth Parents,201802,0.4215,0,0.924,0.076
"Local news reports said the driver may have been intoxicated, even though consuming alcohol is illegal in Bihar State.","Speeding Car Plows Into Students in India, Killing at Least 9",201802,-0.5574,0.167,0.833,0
"Mop up your eggs with all-purpose biscuits, make homemade yogurt, and more ideas for morning cooking.",Our 15 Most Popular Breakfast Recipes,201802,0,0,1,0
"The economics of the euro were as bad as expected, but it has proved politically durable.",Paroling the Spanish Prisoner (Wonkish),201802,-0.3071,0.13,0.87,0
What can be done about the snoring noises that can be heard from another apartment?,A Snoring Neighbor Causes Sleepless Nights,201802,0,0,1,0
The violent nationalism that fueled the dictator’s rise has returned with force as critical elections loom. But it has also spurred a nascent countermovement.,Anti-Fascist Protesters Rally in Italy as Mussolini’s Heirs Gain Ground,201802,-0.7964,0.288,0.712,0
Conspiracy theories about the Florida school shooting are part of a long history of genuine activism being dismissed as the work of paid agitators.,‘Crisis Actor’ Isn’t a New Smear. The Idea Goes Back to the Civil War Era.,201802,-0.7579,0.236,0.764,0
The fall 2018 rtw collection.,Alberto Zambelli: Fall 2018,201802,0,0,1,0
The fall 2018 rtw collection.,Giorgio Armani: Fall 2018,201802,0,0,1,0
Insurgents staged several raids in the south as a high-level NATO delegation visited the country to discuss the peace process.,Wave of Taliban Attacks Kills at Least 20 Afghan Soldiers,201802,0.5423,0,0.837,0.163
The case against Google. The story behind the deaths of 4 soldiers in Niger. An essay in praise of sweatpants and much more.,11 of Our Best Weekend Reads,201802,0.5574,0,0.854,0.146
Silicon Valley wants to save cities. What could go wrong?,Tech Envisions the Ultimate Start-Up: An Entire City,201802,0.0258,0.217,0.559,0.224
The fall 2018 rtw collection.,Salvatore Ferragamo M/W: Fall 2018,201802,0,0,1,0
"Malaysians were not happy when Prime Minister Najib Razak said he preferred quinoa because it was “better than rice,” the national staple.",Malaysia’s Leader Stirs Up a Tempest in a Quinoa Bowl,201802,-0.4585,0.125,0.875,0
"Basically written off by many of his publishing peers when he left Random House nine years ago, Mr. Rubin is back on top with Henry Holt. The reason? A certain book about the White House.","With ‘Fire and Fury,’ Stephen Rubin Is Publishing’s 76-Year-Old Comeback Kid",201802,0.4404,0,0.891,0.109
"Susan Woessner, the organization’s Safe Sport senior director, and Pat Hogan, a managing director, announced their departures on Thursday.",2 U.S.A. Swimming Officials Resign Amid Accusations of Ignored Abuse,201802,0.4404,0,0.854,0.146
"In her directorial debut, “Half Magic,” women fight misogyny in Hollywood with witchcraft.",Actress Heather Graham Turns From #MeToo to Toil and Trouble,201802,-0.3818,0.178,0.822,0
"Young people are radically changing how we think about violence, consent and gender. Antioch College is where much of the conversation started.",Thank You for Asking,201802,-0.4939,0.158,0.769,0.073
"In 1912, Long before Ester Ledecka, Winans won medals in both shooting and ... sculpture.","Meet Walter Winans, the Ultimate Two-Event Olympic Medalist",201802,0.5719,0,0.791,0.209
"Russia is at the forefront of repatriating women and children from the collapsing Islamic State: “What should we do, leave them there so somebody will recruit them?” asks a Russian Senator.","Raised by ISIS, Returned to Chechnya: ‘These Children Saw Terrible Things’",201802,-0.34,0.108,0.892,0
"Perhaps no other member of the president’s cabinet understands Mr. Trump as Ms. McMahon, a former pro wrestling entrepreneur, does.",Linda McMahon Gets a Ringside Seat for TrumpMania,201802,-0.296,0.109,0.891,0
Nikolas Cruz’s guilty plea would spare his life and the community a lengthy trial. Will the prosecutor take him up on it?,"After a Massacre, a Question of One More Death: The Gunman’s",201802,-0.4215,0.123,0.877,0
"The Bullitt Hotel, named for the actor’s famous film, offers comfortable rooms, artist’s lectures and a rooftop bar. No car chases, though.","In Belfast, a Hotel Inspired by a Steve McQueen Movie",201802,0.2732,0.09,0.776,0.135
"The zone is ground zero of a once-and-possibly-future war with North Korea, and visiting it comes with a sense of marvel and menace. ",Dispatches From the DMZ: My Three Trips to the Last Cold War Frontier,201802,-0.6486,0.254,0.645,0.1
"After managing publicity and event promotion operations, a Texas woman opened her own distillery and started producing award-winning whiskey.",A Career Change? I’ll Drink to That!,201802,0,0,1,0
"After a historic performance at the Olympics, some Norwegians fret that they dominate their favorite sport so much that they are ruining it.","As Medals Pile Up, Norway Worries: Are We Winning Too Much?",201802,0.128,0.137,0.745,0.118
"At his new restaurant Folklore, the chef Damian D’Silva continues to celebrate so-called heritage food — and is perhaps starting a few traditions of his own. ",An Evangelist of Singaporean Food Has a New Pulpit,201802,0.5719,0,0.866,0.134
"The president mixed facts and falsehoods while talking about immigration, gun policy, trade, climate, taxes and other topics. ","15 Claims From Donald Trump’s Speech to Conservatives, Fact Checked",201802,-0.34,0.124,0.876,0
"A pest known as a scale appears to be killing off reeds that bind the state’s coast together, speeding land loss and endangering oil wells, shipping routes and fishing grounds.","Insects Feast on Louisiana Wetlands, Inviting the Gulf In",201802,-0.6908,0.199,0.742,0.059
"For the community of Jean Lafitte, the question is less whether it will succumb to the sea than when — and how much the public should invest in artificially extending its life.","Left to Louisiana’s Tides, a Village Fights for Time",201802,0,0,1,0
"In the years after Hurricane Katrina, over 350 miles of levees, flood walls, gates and pumps came to encircle greater New Orleans. Experts say that is not enough.","Fortified but Still in Peril, New Orleans Braces for Its Future",201802,0.3612,0,0.915,0.085
"Citing safety concerns and frustrations with antidoping efforts, the American biathlon team says it will boycott the season-ending event in Russia.",U.S. Biathletes Boycott Russia Event,201802,-0.3612,0.203,0.69,0.107
"Stream Oscar-nominated titles before the Academy Awards air next Sunday, or explore the country’s prison problem with “Notes From the Field.”",What’s on TV Saturday: Oscar-Nominated Movies and ‘Notes From the Field’,201802,-0.4588,0.222,0.667,0.111
" The Winter Games are in progress in Pyeongchang, South Korea. Stay here for live updates, results and analysis.",Winter Olympics 2018 Results: Russia Wins Hockey Gold,201802,0.4215,0,0.859,0.141
"As a forensic document examiner in civil and criminal cases, Alan Kreitl determines whether documents have been faked.",Catching Forgeries and Aiding Justice,201802,-0.5267,0.175,0.825,0
"Shuster’s crew won its first-ever gold medal in curling after a huge, 5-point end against Sweden, the top-ranked team in the world.",John Shuster and the U.S. Curling Team Win First Gold Medal,201802,0.8442,0,0.664,0.336
America failed to win the war. But Saigon fell because its government failed to unite its people.,How South Vietnam Defeated Itself,201802,-0.7717,0.385,0.476,0.139
"The Winter Olympics has featured acts of athleticism too fast to be fully appreciated, so we revisited those moments, frame by frame.","The Speed of 12 Olympians: Capturing Their Twists, Turns and Leaps in Fractions of a Second",201802,0.5563,0,0.854,0.146
"In the criminal justice system, there are difficult puzzles. This one is by John Guzzetta.","‘Go, Me!’",201802,-0.3612,0.277,0.563,0.16
"Boone, the new Yankees’ manager, wore No. 19 as a Yankees player in 2003, but No. 17, given to him by the Reds, is the number he associates with his playing career.","Aaron Boone’s No. 17? It’s Personal, Not Motivational",201802,-0.1901,0.126,0.77,0.104
"Inspired by the Olympics? People of all skill levels can get into winter sports like figure skating, bobsledding and, yes, even curling. Here’s how.",How to Get Started With Olympic Winter Sports,201802,0.8126,0,0.714,0.286
Oxfam’s admission that staff in Haiti paid for sex with desperate local people puts aid groups on notice worldwide.,When Charity Workers Turn Predatory,201802,-0.3182,0.113,0.887,0
The year the Show Me State saw too much.,The Politics of Sex (Scandals),201802,0,0,1,0
Smith said he agreed with Manager Mickey Callaway’s decision to keep him out of the team’s first spring training game as a penalty for showing up late to a pregame meeting.,Dominic Smith Is Benched After Late Arrival at a Mets Meeting,201802,-0.2263,0.093,0.841,0.065
"Quotation of the Day for Saturday, February 24, 2018.",Quotation of the Day: Trump Campaign Adviser Pleads Guilty and Agrees to Assist Mueller Inquiry,201802,0,0,1,0
"The new slugger played right field for four innings, drew a walk and grounded into a double play in a 3-1 victory over Detroit.","Giancarlo Stanton Fuels, and Feels, Excitement in His First Yankees Game",201802,0.5859,0,0.798,0.202
There’s a reason Israel’s prime minister has endured.,Don’t Count Bibi Out — Yet,201802,0,0,1,0
"Corrections appearing in print on Saturday, February 24, 2018.","Corrections: February 24, 2018",201802,0,0,1,0
Australians are scared of guns. Americans love them.,Australia’s Gun Laws Are Not a Model for America,201802,0.3182,0.221,0.458,0.321
"Since Robert S. Mueller III was appointed as special counsel, he has issued more than 100 criminal counts against 19 people and three companies.","Over 100 Charges, 19 People and 3 Companies: The Mueller Inquiry, Explained",201802,-0.2415,0.129,0.776,0.095
A federal indictment says that a former Trump campaign chairman wired 2 million euros to former European politicians.,‘The Hapsburg Group’: Mueller Says Manafort Secretly Paid European Leaders,201802,0,0,1,0
The sublime uprightness of black hair in its natural state has returned as a symbol of political consciousness.,Black Hair’s Blockbuster Moment,201802,0.3612,0,0.865,0.135
"The tech companies vowed this week to stamp out conspiracy videos and misinformation on the Parkland, Fla., shooting. So far, they are falling short.",Facebook and Google Struggle to Squelch ‘Crisis Actor’ Posts,201802,-0.743,0.258,0.742,0
The decision stunned Pakistani officials and could deliver a major blow to the nation’s economy.,"At U.S. Urging, Pakistan to Be Placed on Terrorism-Financing List",201802,-0.1027,0.097,0.903,0
"Caught in an angry social media storm, a number of marketers have ended promotions linked to the N.R.A. But it’s unclear whether boycotts have a lasting impact.","Companies Cut Ties to the N.R.A., but Find There Is No Neutral Ground",201802,-0.7506,0.257,0.7,0.043
Gov. Eric Greitens faces an invasion of privacy charge and calls from fellow Republicans to quit. Lawmakers said they could take steps toward impeachment.,Indicted Missouri Governor Resists Pressure to Resign,201802,0,0,1,0
Conservatives try to look past President Trump’s flaws and see only his policies.,"Still Glad You Voted Trump? At CPAC, Conservatives Had an Answer",201802,0,0,1,0
Two car bomb blasts in Mogadishu shattered a months-long period of calm Somalia’s capital. The Shabab extremist group claimed responsibility.,Eighteen Killed in Somalia Attacks,201802,-0.6124,0.256,0.65,0.093
"What Johnny Weir packed for the Olympics, Gucci’s cyborgs — and more.",Open Thread: This Week in Style News,201802,0,0,1,0
The president should seize the opportunity proposed by his defense secretary to reverse the cruel ban he unveiled on Twitter last summer.,Trump’s Chance to Do Right by Transgender Troops,201802,-0.6249,0.249,0.606,0.145
"The gastronomic bible awarded new stars to 57 restaurants, only two of which have women as chefs. A “Me Too” moment pricks French kitchen culture.",France’s New Michelin Guide: More Fraternité Than Égalité,201802,0.2023,0.071,0.827,0.102
"If you want to learn how the new tax law will affect your personal finances, this year’s dreaded Form 1040 is a good place to start.",Get to Know the New Tax Code While Filling Out This Year's 1040,201802,-0.128,0.124,0.736,0.14
"The Fed’s biannual policy report to Congress made little mention of the stock market’s fluctuations, but it affirmed plans to raise interest rates.","As Economy Grows, Federal Reserve Frets Next Downturn",201802,0.6124,0,0.846,0.154
Here’s what you need to know at the end of the day.,"Rick Gates, Florida, Justin Trudeau: Your Friday Evening Briefing",201802,0,0,1,0
Defense lawyers had dangled a potential witness list that included several high-profile names. But they now appear to have scaled back their case.,"Defense Case in Percoco Trial Begins With a Whimper, Not a Bang",201802,0.128,0,0.933,0.067
New studies suggest the president’s plan would foster as little as $20 billion in new infrastructure spending. The Trump administration claims $1.5 trillion.,Experts Doubt Trump’s Infrastructure Plan Will Boost Economy,201802,0,0,1,0
"The American evangelical preached and prayed to secure Europe as a stronghold for American-style democracy, capitalism and Christianity.","Billy Graham, Cold Warrior for God",201802,0.4404,0,0.794,0.206
The City Council is proposing to require employers with at least 15 workers to offer sexual harassment training.,New York City May Require Businesses to Conduct Sexual Harassment Training,201802,-0.5423,0.171,0.829,0
"Mr. McKay filmed the reminiscences of dozens of theater luminaries for the 2004 documentary “Broadway: The Golden Age, by the Legends Who Were There.”","Rick McKay, Who Documented Memories of Broadway, Dies at 62",201802,0,0,1,0
The retailing giant will sell the line of mattresses and bedding exclusively on a separate website as it works to strengthen its e-commerce business.,Walmart Aims for Affluent Customers With Online Mattress Brand,201802,0.3182,0,0.905,0.095
"Hundreds of radicalized inmates will be isolated, and school licensing will be more closely scrutinized.",France Toughens Stance in Combating Radicals in Prisons and Schools,201802,-0.3182,0.141,0.859,0
"Great reads around the web, from Kim Severson, Alan Henry and others.",What We’re Reading,201802,0.6249,0,0.728,0.272
"The online file storage company, part of a group of highly valued start-ups known as “unicorns,” said it planned to raise up to $500 million in a public offering.","Dropbox Files for I.P.O., and Other ‘Unicorns’ Are Watching",201802,0.4927,0,0.891,0.109
The creative director of Moschino puts finishing touches on his kaleidoscopic fall/winter 2018 collection.,"In Milan, a Trip to Jeremy Scott’s Candy-Colored World",201802,0.4404,0,0.818,0.182
"An Instagram post by Martin, the N.F.L. player at the center of a bullying scandal in 2013, led officials at the school he attended in Los Angeles to close for the day.",Ex-Dolphin Jonathan Martin Is Detained After Social Media Post Shuts School,201802,-0.7783,0.19,0.81,0
"The Moschino designer presents a collection filled with ’60s silhouettes, out-there accessories — and lots of body paint.",48 Hours With Jeremy Scott,201802,0,0,1,0
President Trump reiterated his support for arming school personnel during a speech to the Conservative Political Action Conference.,Trump at CPAC: Give Teachers Guns,201802,0.4019,0,0.856,0.144
Ms. Fabray won a Tony for a performance on Broadway in the 1940s and three Emmys for her work with Sid Caesar in the 1950s.,"Nanette Fabray, Star of TV and Stage Comedies, Dies at 97",201802,0.5719,0,0.856,0.144
"“Are you next?” reads a placard in a glass display case in Seoul’s Gwacheon ice rink, where the next generation of Korean speedskaters take the ice each day — all dreaming of bringing home a medal in the country’s most popular winter sport.",South Korea’s Next Generation of Speed,201802,0.7346,0,0.86,0.14
"South Korea, long dominant in short-track speedskating, molds young skaters into champions starting at an early age.","In Speedskating, South Korea Sees a Fast Track to Olympic Glory",201802,0.5267,0,0.825,0.175
"The bridge over the railroad tracks was Queens’s answer to the Ponte Vecchio of Florence, Italy. Then a hole opened up in it.",A Troubled Bridge Over Kew Gardens,201802,0,0,1,0
"The investment by Li Shufu, the chairman of the Geely automotive group, represents 9.69 percent of the German carmaker.",Chinese Auto Magnate Buys $9 Billion Stake in Daimler,201802,0,0,1,0
"The Canadian prime minister wore traditional garb throughout a visit to India, inspiring debate over whether he was appropriating or respecting local culture.",Can a Canadian Carry Off Bollywood Style? Justin Trudeau Finds Out,201802,0.7184,0,0.769,0.231
The fall 2018 rtw collection.,Versace: Fall 2018,201802,0,0,1,0
"A woman close to Nikolas Cruz, the suspect in the massacre, called the F.B.I. suggesting he might be “getting into a school and just shooting the place up.” Others had the same concern.",Tipster’s Warning to F.B.I. on Florida Shooting Suspect: ‘I Know He’s Going to Explode’,201802,-0.296,0.068,0.932,0
"The legislature had scrubbed human-caused climate change from state teaching standards, but new standards that include the topic will go into effect.","After Years of Fighting, Idaho Retains Climate Change in Its Education Guidelines",201802,0,0,1,0
From the F.B.I. tip line.,F.B.I. Transcript,201802,0,0,1,0
The tennis player had been seeking damages for a head injury sustained when she fell in the trainers room at the 2015 United States Open.,Eugenie Bouchard and U.S.T.A. Reach Settlement,201802,-0.4404,0.193,0.712,0.095
"His movies, featuring simple, compelling stories set in Burkina Faso, his home country, and elsewhere in Africa, won accolades at Cannes.","Idrissa Ouedraogo, Lauded African Filmmaker, Dies at 64",201802,0.6808,0,0.772,0.228
"Never mind that “once in a generation” tax bill that passed last year. Congress is headed for years more of battles over taxes, particularly those for individuals.",Washington’s Fight Over Taxes Is Only Beginning,201802,-0.4364,0.103,0.897,0
"The White House was not told what the issues were involving Jared Kushner, President Trump’s son-in-law and senior adviser.",White House Told Kushner’s Security Clearance Will Be Delayed,201802,0,0,1,0
"President Trump suggested that should sanctions not work, the resulting U.S. actions might be “very unfortunate for the world.”",Trump Threatens ‘Phase 2’ if North Korea Sanctions Fail,201802,-0.4588,0.143,0.857,0
"Educators reject the idea out of hand, for varied reasons.",Arming Teachers? The Idea Gets an F,201802,0.128,0.194,0.576,0.23
"There is a long tradition of black comic book creators. Here are two to start with, plus one book that gives you a historical rundown.",What to Read After Watching ‘Black Panther’,201802,0,0,1,0
"A subtle Italian soprano, an organ celebration and Brahms were among the highlights.",Exquisite Antonacci: The Week’s 8 Best Classical Music Moments on YouTube,201802,0,0,1,0
Readers decry a waste of public money.,‘I ♥ NY’ Signs,201802,-0.4215,0.359,0.641,0
Professor Adam Winkler’s latest book tracks how American businesses earned much the same civil rights as individual citizens.,Review: How Corporate America Won Its Civil Rights,201802,0,0,1,0
We want to know more about our readers. Tell us about one thing in your life you’re super proud of.,"Go Ahead, Brag a Little",201802,0.8074,0,0.672,0.328
"A reader, stunned by a Trump supporter’s claim that the president is not racist, offers a few examples to argue otherwise.",Trump Not a Racist? Bah!,201802,0.1078,0.173,0.681,0.146
"Jones talks about her new novel, and J. Randy Taraborrelli discusses “Jackie, Janet & Lee.”",Tayari Jones on ‘An American Marriage’,201802,0.3182,0,0.85,0.15
"TurboTax, H&R Block and TaxAct all make filing easier, but they left our reviewer confused about what the I.R.S. would accept and what it would not.",Plumbing Problem Shows Powers and Limits of 3 Tax Programs,201802,0.1027,0.152,0.683,0.165
"Public schools across the state were closed Thursday and Friday as teachers protested their low salaries, which are 48th in the nation, and the high costs of health care.","West Virginia Teachers, Protesting Low Pay, Walk Out",201802,0.1531,0.11,0.793,0.098
"Because the new exemption is on the books for only eight years, estates could face tax bills after 2026 for moves made under the new, temporary limits.",Heirs Inherit Uncertainty With New Estate Tax,201802,0,0,1,0
"Every month, as various licenses expire, streaming services lose movies and TV series from their catalogs. Catch these before they leave Netflix.",12 Great Titles Expiring From Netflix in March,201802,-0.4404,0.163,0.837,0
"The new tax law limits state and local tax deductions. Muni bonds could reduce the pain for many people in high-tax states, but the market can be tricky.",The Tax Law Gives Municipal Bonds a New Allure,201802,-0.4678,0.135,0.865,0
"The Canada Letter looks at reasons for Canada’s poor showing in curling at the Olympics. Plus, how a film helped Times journalists break one of last year’s biggest stories.",A Curling Collapse Amid Olympic Success: The Canada Letter,201802,-0.4767,0.103,0.897,0
"The Olympic debut of mass-start speedskating presents an opportunity for Joey Mantia and the entire, medal-starved United States program.","Everyone Onto the Ice, Including an American Hoping for Gold",201802,0.6808,0,0.752,0.248
"If you’re willing to take the risks of working for yourself, you could be able to reap the prodigious tax breaks in the new law. But the I.R.S. will be watching.",Can You Get Rich From the New Tax Law by Becoming a Company?,201802,-0.2732,0.065,0.935,0
Adaptations of Broadway musicals to be performed by middle and high school students are becoming an increasingly important revenue stream for theater producers.,Broadway Hits the Middle School Circuit,201802,0.2023,0,0.924,0.076
"The broadcast, on March 4, will feature five musical numbers, including “Remember Me” from “Coco” and “This Is Me” from “The Greatest Showman.”",The 2018 Oscars Musical Performers Include Mary J. Blige and Common,201802,0.6369,0,0.84,0.16
"The agency has been warning people about swindles and myths. The biggest myth is that people want any contact with the agency, except for getting tax refunds.",The I.R.S. Really Doesn’t Want to Hear From You,201802,-0.5574,0.162,0.795,0.043
The costume designer Ruth E. Carter has made a career of bringing black history to life in movies like “Amistad” and “Malcolm X.” But in “Black Panther” she draws on traditional African influences to look toward the future.,‘Black Panther’ Costumes Merge African History With Afrofuturism,201802,0.3612,0,0.935,0.065
"For her extraordinarily detailed costumes, Ruth E. Carter studied the garments of the Maasai and other African tribes. A 3-D printer was also important.",The Afrofuturistic Designs of ‘Black Panther’,201802,0.2023,0,0.924,0.076
The big question for taxpayers in 2017 isn’t how to file their current returns properly. It is how the new law will affect their taxes in next year’s returns.,Tips for Coping With the Changes in the Tax Code,201802,0,0,1,0
"Ledecka, of the Czech Republic, won the gold medal in snowboarding parallel giant slalom and skiing super-G.",Ester Ledecka Makes History With Gold Medals in Snowboarding and Skiing,201802,0.7783,0,0.688,0.312
"President Xi Jinping of China is sending Liu He, his top economic policy maker and a recent addition to the Politburo, to Washington on Tuesday.",Top Chinese Official Plans U.S. Trip to Address Trade Friction,201802,0.2023,0,0.927,0.073
"“The Chorus Singers,” worth nearly $1 million, was taken from a museum in Marseille. Customs officials found the artwork in the bus’s luggage compartment.","Degas Painting, Stolen in 2009, Is Found on Bus Near Paris",201802,0.2263,0,0.921,0.079
"Galas were held for the New York Philharmonic, the Asian American Legal Defense and Education Fund and PEN America.",The Year of the Dog,201802,0.25,0,0.85,0.15
"Teva Pharmaceuticals announced it would sell a “lower-cost” alternative to Syprine, an old drug that costs more than $21,000. But the new generic version costs nearly as much.",Patients Eagerly Awaited a Generic Drug. Then They Saw the Price.,201802,0,0,1,0
Readers respond to a column by Ross Douthat that urged restrictions.,"Men, Women and Talking About Pornography",201802,0,0,1,0
Rapid expansion of geothermal energy generation has helped increase electrical access in Kenya. But the country faces challenges in making electricity widely available.,Geothermal Energy Grows in Kenya,201802,0.5719,0,0.778,0.222
Readers ask whose freedom counts and wonder when sportsmen will come to their senses.,Questions for the N.R.A. and Its Members,201802,0.6369,0,0.756,0.244
