snippet,headline__main,year_mo,compound,negative,neutral,positive
"The less-harried Asian side of Istanbul is a greener, cleaner swath of the city that offers its own multicultural mix of Ottoman palaces, intriguing cuisine and hipster night life.","36 Hours in Istanbul, Asian Side",201508,-0.5423,0.176,0.824,0
"Gogo, the top provider of in-flight Wi-Fi, says high demand and reliance on old technology have driven it to double peak prices in the last three years.",In-Flight Wi-Fi Prices Jump as Demand Surges,201508,0.7506,0,0.701,0.299
Diagnosing and solving your tech problems.,Tech Fix,201508,0.1779,0,0.941,0.059
"Spokesman Josh Earnest says there are some things Congress can do that would have a ""tangible impact"" in reducing gun violence, after shooting that killed two television journalists in Virginia. Rough Cut (no reporter narration).",White House calls to reduce gun violence,201508,0.0772,0.053,0.883,0.064
"The mainly Shi'ite al-Shaabi paramilitary force says it is advancing east of Ramadi, Islamic State's biggest conquest since it declared itself an Islamic caliphate last year. Mana Rabiee reports.",Iraqi Shi'ite militia report advances against IS in Anbar,201508,-0.0772,0.297,0.44,0.264
"Washington will face the surging Mets six more times, including the final series of the regular season.",The Nationals Are Healthy. The Problem: So Is the Mets’ Lead.,201508,-0.8689,0.289,0.639,0.073
"Insurers are putting greater emphasis on consumer credit in most states, which makes it increasingly important to pay your bills on time.",Homeowner Insurance: Your Credit Score May Raise the Premium,201508,0,0,1,0
"Officials said a former colleague of Alison Parker and Adam Ward, a reporter and cameraman for WDBJ, shot and killed them as they broadcast live on Wednesday.",Ex-Broadcaster Kills 2 on Air in Virginia Shooting; Takes Own Life,201508,0,0,1,0
"The trailer for the movie “Stonewall” has sparked controversy for its treatment of characters of color and transgender characters, a scholar of LGBT history explains.",Who Threw the First Brick at Stonewall?,201508,0.6705,0.053,0.684,0.262
"He ran Old World Weavers, a company that sourced and produced fabrics, with his wife.","Carl Apfel, a Textile Veteran and Husband to Iris Apfel, Dies at 100",201508,-0.6705,0.158,0.842,0
"Polling data shows Donald Trump fares best among voters who haven’t regularly participated in primary elections, but he’s still in the lead, no matter what numbers are used.",There’s Evidence That Trump’s Polling Support Is Overstated,201508,0,0,1,0
President Joachim Gauck and Chancellor Angela Merkel of Germany visited a former government building in Berlin that is being used to house refugees.,German Leaders Visit Refugee Shelter,201508,0,0,1,0
Clothing retailers Abercrombie & Fitch & Express connect with consumers as second quarter results exceed expectations.,Abercrombie & Fitch and Express surprise with upbeat quarterly results.,201508,-0.0129,0.089,0.792,0.119
"In a radio interview, Gov. Terry Mcauliffe of Virginia said the suspect in the on-air shooting of two journalists was believed to be a disgruntled employee.",Virginia Governor Discusses Shooting,201508,0,0,1,0
"Police say a suspect is in custody after the on-air killing of Virginia television journalists, Alison Parker and Adam Ward. The suspect reportedly shot himself as police moved in. Jillian Kitchener reports.",Suspect in custody after journalists' shooting,201508,0,0,1,0
"Police say a suspect is in custody after the on-air killing of Virginia television journalists, Alison Parker and Adam Ward. The suspect reportedly shot himself as police moved in. Jillian Kitchener reports.",Suspect in custody after journalists' shooting,201508,-0.296,0.087,0.913,0
"Police say a suspect is in custody after the on-air killing of Virginia television journalists, Alison Parker and Adam Ward. The suspect reportedly shot himself as police moved in. Jillian Kitchener reports.",Suspect in custody after journalists' shooting,201508,-0.8316,0.239,0.761,0
"Make your own flashcards and other study aids, and keep on schedule with some education apps.",Video Feature: Back-to-School Apps for the Organized Student,201508,-0.8316,0.239,0.761,0
"Whether back-to-school means college or high school, apps can help a student stay organized and productive.",App Smart | Start School Right,201508,-0.8316,0.239,0.761,0
The Congressional Budget Office increased its estimate of how many Americans are going to look for work in coming years.,Jobs Forecast Is Another Reason for the Fed Not to Raise Rates,201508,0,0,1,0
The tennis star is the new global ambassador for the Tommy Hilfiger brand.,"For Rafael Nadal, a Little ‘Strip Tennis’ Before the U.S. Open",201508,0.4019,0,0.838,0.162
"Microsoft collects personal data on users of Windows 10, but privacy controls can be adjusted.",Staying Private in Windows 10,201508,0.2732,0,0.9,0.1
Hillary Rodham Clinton expressed condolences and reacted after two TV journalists were shot and killed in Virginia on Wednesday.,Verbatim: Hillary Clinton Reacts to Shooting in Virginia,201508,0,0,1,0
Online gambling company Betfair and Irish rival Paddy Power say they've reached an agreement in principle on a 5 billion pound ($7.85 billion) merger. As Grace Pascoe reports it marks the latest in a string of deals in the sector.,Gambling firms bet on merger,201508,0,0,1,0
"William C. Dudley said the case for an interest rate increase next month had become “less compelling.""",Market Turmoil Prompts New Speculation on the Fed’s Timetable,201508,-0.6705,0.2,0.8,0
From the International Herald Tribune archives: A Parisian service girl is murdered by her rival in 1890.,1890: Murder on Paris Boulevard,201508,0.7506,0,0.821,0.179
"The early audience-building of both users and developers is crucial for Microsoft, and the early results look encouraging.",The Appeal of Free: 75 Million Users Download Windows 10 in First Month,201508,0.7351,0,0.66,0.34
A woman and a child are said to be among the three fatalities after air strikes hit a home said to be used by local Houthi leaders. Mana Rabiee reports.,Three dead in Saudi-led coalition air strikes in Yemeni capital,201508,-0.6597,0.227,0.773,0
The second Republican presidential debate is less than a month away and Carly Fiorina is jockeying for a coveted spot on the main stage this time around.,Carly Fiorina Pushes to Be Included in Top-Tier Debate Next Month,201508,0.5267,0,0.833,0.167
"Owen Labrie painted an upbeat self-portrait in his testimony, highlighting his achievements and plans to attend Harvard that stood in contrast to sexual messages read out in court.","St. Paul’s Student Takes the Stand, Denying Rape",201508,-0.7506,0.204,0.796,0
A calendar of this school year’s contest dates to help you plan ahead.,Announcing Our 2015-16 Student Contest Calendar,201508,0,0,1,0
An ugly turf war highlights New York’s need to shift authority from state to city.,How to End the Feud Between the Mayor and the Governor,201508,0,0,1,0
"China’s upper crust represents as much as a third of global luxury spending. The tumult in China’s financial markets is denting that, leaving retailers anxious.","China’s Big Spenders Pull Back, as Stock Market Shudders",201508,0.4019,0,0.803,0.197
"William C. Dudley, president of the Federal Reserve Bank of New York, discussed on Wednesday the factors that would help the Fed determine when to raise its target interest rate.",Fed’s Dudley on Rate Decision,201508,-0.7845,0.351,0.585,0.063
"Hillary Rodham Clinton is being pressed to address Wall Street excesses, with groups urging her to focus on the issue of “golden parachute” compensation packages for Wall Street executives who go on to take government jobs.",Groups Press Hillary Clinton to Take On Wall Street’s Revolving Door With Government,201508,-0.25,0.08,0.92,0
Some federal judges are questioning minimum sentences and giving fresh consideration to expunging convictions that they say are holding defendants back.,"From the Bench, a New Look at Punishment",201508,0.6908,0,0.831,0.169
"Police in Hungary use teargas on migrants after Budapest announces plans to reinforce its southern border with helicopters, mounted police and possibly the army. Mana Rabiee reports.",Police and migrants clash amid Hungary refugee crackdown,201508,0,0,1,0
"Police in Hungary use teargas on migrants after Budapest announces plans to reinforce its southern border with helicopters, mounted police and possibly the army. Mana Rabiee reports.",Police and migrants clash amid Hungary refugee crackdown,201508,0.5423,0.058,0.7,0.243
Clothing retailers Abercrombie & Fitch & Express connect with consumers as second quarter results exceed exctpectations.,Teen Apparel Retailers Abercrombie & Fitch and Express surprise with upbeat quarterly results.,201508,0,0,1,0
"Greece has been taking a back seat to China at the moment in terms of investors interest. That's good news in some ways but as Ciara Lee reports, concern over the political turmoil means it may not be off the agenda for long.",No guarantees about Greek election,201508,0,0,1,0
"The industry has fared surprisingly well in recent years, a new report has found, in part by passing the costs of the drought on to others.",California Agriculture Posted Record Revenues During Drought,201508,0,0,1,0
Clothing retailers Abercrombie & Fitch & Express connect with consumers as second quarter results exceed exctpectations.,Teen Apparel Retailers Abercrombie & Fitch and Express suprise with upbeat quarterly results.,201508,-0.0772,0.07,0.844,0.085
"Police in Hungary use teargas on migrants after Budapest announces plans to reinforce its southern border with helicopters, mounted police and possibly the army. Mana Rabiee reports.",Police and miigrants clash amid Hungary refugee crackdown,201508,0.5106,0,0.842,0.158
"Scheduled apparitions of the Virgin Mary in Medjugorje have drawn tens of millions of believers and suspicion from skeptics, including, perhaps, Pope Francis.",Church Inquiry May Pit Pope Against a Popular Bosnian Shrine,201508,0,0,1,0
"The New Orleans of 2015 has been altered, and not just by nature. In some ways, it is booming as never before. In others, it is returning to pre-Katrina realities of poverty and violence, but with a new sense of dislocation for many, too.",10 Years After Katrina,201508,0,0,1,0
"On the South Side of Chicago, a campaign to diversify the game.",Who Gets to Play Tennis?,201508,-0.4588,0.16,0.84,0
"Five years after CNN pulled the plug on his show, the TV host is thinking about whom he’ll book for his funeral.",Larry King Is Preparing for the Final Cancellation,201508,-0.5719,0.103,0.897,0
The pursuit ended after the Swiss agricultural and chemical manufacturer rebuffed a newly sweetened offer.,Monsanto Abandons $47 Billion Takeover Bid for Syngenta,201508,0,0,1,0
"Wide receiver is considered by many to be the deepest position in fantasy football, but the elite pass catchers are still worth targeting in drafts.",2015 Fantasy Football: Wide Receiver Preview and Rankings,201508,-0.3612,0.106,0.894,0
The ethicists consider a sentimental necklace that goes against the letter writer’s values.,Can I Wear Jewelry If I Don’t Support Its Origins?,201508,0,0,1,0
"Cultural experiences cost less in Dublin than in most any other major European city, including places long thought to be great values, a survey shows.","The Expense of Enjoying the Arts, Around the Continent",201508,0.3291,0,0.911,0.089
"The suspect, Ahmed al-Mughassil, was identified in an American federal indictment as a ringleader in the bombing that killed 19 members of the American military.",Saudi Arabia Said to Arrest Suspect in 1996 Khobar Towers Bombing,201508,0.6124,0,0.667,0.333
"Heavy rains have brought chaos to communities in coastal NSW in Australia, with floods blocking roads and submerging houses. Rob Muir reports.",Heavy rains drench Australia's southern coast,201508,0.7783,0,0.764,0.236
"Britain's WPP, the world's biggest advertising company, said it expected to hit its full-year net sales and margin targets after seeing a sharp upturn in trading in July. As Hayley Platt reports its CEO Martin Sorrell remains a ""raging bull"" over...",U.S. growth offsets China woes at WPP,201508,-0.7717,0.233,0.767,0
The London museum examines how perceptions have altered through the ages.,"V&A Asks, What Is Luxury?",201508,-0.872,0.343,0.657,0
"The accord, sealed after pressure from President Obama and regional leaders, aims at ending nearly two years of conflict marked by widespread atrocities.","Salva Kiir, South Sudan’s President, Signs Peace Deal With Rebels",201508,-0.5267,0.082,0.918,0
"A federal judge on Tuesday issued a temporary restraining order blocking Mississippi from using two drugs in executions, shutting down the death penalty in the state for now.",Mississippi: Judge Halts Executions,201508,0,0,1,0
"Wednesday: Enjoying a slower-moving city, fine weather, and shorthand records.",New York Today: Empty City,201508,-0.5423,0.176,0.824,0
"Spanish officials say they have recovered 12 metal objects, including an 80-centimeter (31-inch) bronze cannon, from a 19th century shipwreck that has been the subject of a court case.",Spain Recovers Cannon From Disputed 19th Century Wreck,201508,-0.8591,0.292,0.708,0
"Companies are generally free to turn down potential clients for most reasons, but beware — the line between being choosy and being discriminatory can be a thin one.",Being Picky About Customers Early On Can Bolster Long-Term Success,201508,0.6369,0,0.574,0.426
The two also plan to star as in the comedy about sisters.,Jennifer Lawrence and Amy Schumer Writing Screenplay Together,201508,0,0,1,0
"“He stood up and started ranting and raving like a mad man,” Donald J. Trump said of Jorge Ramos, a day after having the Univision journalist ejected from an Iowa press briefing for asking questions out of turn.","Donald Trump Holds Firm, Saying Jorge Ramos Was ‘Out of Line’",201508,0.2846,0,0.924,0.076
World shares have sagged again as investors fear fresh rate cuts in China may not be enough to stabilise its slowing economy or halt a stocks collapse. As Ciara Lee reports Europe's main stock markets reopened 2 percent down.,Agony for some as China jitters persist,201508,0.3612,0,0.815,0.185
"The real estate market in Sweden is robust, agents say, citing a strong national economy, an independent currency and very low interest rates for mortgages.",House Hunting in ... Sweden,201508,-0.1779,0.081,0.856,0.063
"These days, a good day is when not every tech stock ends in the red. By that measure, Tuesday wasn’t so bad.",Daily Report: A Small Breather for Tech Stocks,201508,-0.6249,0.191,0.71,0.1
From the International Herald Tribune archives: London endures a long air raid in 1940.,1940: London Bombed in Nazi Raid,201508,0.764,0.076,0.638,0.286
"David Javerbaum’s religion-themed comedy, which played on Broadway earlier this year and starred Jim Parsons, will open in Los Angeles in January.",Sean Hayes Will Star in ‘An Act of God’ in Los Angeles,201508,-0.38,0.17,0.72,0.11
"Senator Bob Corker of Tennessee, chairman of the Senate Foreign Relations Committee, said it would be a travesty if Democrats filibustered any resolution disapproving of the accord.",Potential for Democratic Filibuster on Iran Deal Angers Key Republican,201508,0,0,1,0
A picture book captures the bittersweet mood of the end of summer.,Vacation’s End,201508,0.5994,0,0.803,0.197
"This week’s properties include a house with downtown views in Portland, Me., a floating house in Seattle, and a cabin in Onancock, Va.","$785,000 Homes in Maine, Seattle and Virginia",201508,-0.5719,0.129,0.871,0
The city has been pulling out all the stops to ensure that the commemoration next week will not be clouded in the city’s usually poor air.,Beijing Smog Gives Way to ‘Military Parade Blue’ Before World War II Event,201508,-0.0772,0.115,0.885,0
"Metropolitan Diary: A cabdriver and his passenger designed an ideal world with perfect weather, but by the end of the ride, they had spotted flaws in it.",The Trouble With Utopia,201508,0,0,1,0
Chancellor Angela Merkel and President Joachim Gauck visited refugee centers to appeal for acceptance after violent far-right protests against asylum seekers.,German Leaders Seek to Ease Tensions Over Migrant Crisis,201508,-0.2387,0.154,0.723,0.123
"From the beginning, Spanish-language TV has been covering Donald J. Trump’s presidential campaign more critically than the mainstream news media, especially after his remarks on immigrants.",Trump’s Troubles With Hispanic TV Journalists,201508,0.5499,0,0.841,0.159
"During his visit on Thursday to mark the 10th anniversary of Hurricane Katrina, the president will face the question how reality stacked up with his campaign pledges.",Obama to Face Reckoning in New Orleans Over Katrina Promises,201508,-0.4215,0.216,0.672,0.112
"Amid a crime wave, a policy of openness to students and immigrant workers from Africa faces a xenophobic backlash.",Malaysia’s Welcome Wears Thin,201508,0,0,1,0
Hungarian police use teargas to disperse a group of migrants protesting inside a camp on the border with Serbia. Rough cut (No reporter narration).,Hungarian police use tear gas on migrants,201508,0,0,1,0
"Out of everywhere in the United States, Lonely Planet guidebook says Queens should be top on your list. Locals in the borough react to the news.",Comments on Queens’ Tourism Win,201508,-0.2732,0.176,0.704,0.121
"The tennis star worked with Nike to design new looks for on and off court, with leopard and snakeskin prints, peekaboo backs and a personal motto.",Serena Williams Reveals Her U.S. Open Fashion Strategy: Greatness,201508,-0.5994,0.197,0.803,0
The battle for the presidential nomination has produced an unexpectedly intense burst of attacks on women’s reproductive rights.,The Republican Conception of Conception,201508,0.2732,0.083,0.764,0.153
"China burns money for its stock market, Russia burns food as a nationalist distraction and the U.S. is now burning pluralism for politics.","Bonfire of the Assets, With Trump Lighting Matches",201508,-0.0516,0.048,0.952,0
"Relax. What we’re seeing isn’t a meltdown, it’s an overdue correction.",False Alarm on a Crisis in China,201508,-0.6369,0.252,0.688,0.06
"The two inquiries appear aimed at bolstering investors’ confidence, differing from past investigations used to help tamp down frothy markets.","As Markets Flail, China Investigates Large Brokerage Firms",201508,-0.3818,0.11,0.89,0
Trump and what he means.,The Reactionary Soul,201508,0.4404,0,0.756,0.244
"The annual festival, in which tens of thousands of people pelt tomatoes at one another, took place in Buñol, Spain, on Wednesday.",Spanish Town Celebrates Tomatina,201508,0.7184,0,0.75,0.25
Fault Lines Reach the U.S. Economy | Regulator Blocks Pepco and Exelon Merger,Morning Agenda: Seesawing Stocks,201508,0,0,1,0
Chinese stocks continue to fall as investors fear interest rate cuts will not be able to stabilise its slowing economy. Yiming Woo reports.,Chinese investors nervous as stocks plummet,201508,0.4939,0,0.868,0.132
"As he ponders a possible presidential candidacy, Vice President Joseph R. Biden Jr. has invited hundreds of members of the Democratic National Committee to a conference call Wednesday afternoon to discuss provisions of the nuclear agreement with I...",Today in Politics: Conference Call Could Give Democrats Reason to Hold for Joe Biden,201508,-0.5423,0.313,0.612,0.075
Here’s what you need to know to start your day.,Your Wednesday Briefing,201508,0.1779,0.177,0.623,0.2
Are we putting young athletes at risk when we urge them to drink lots of fluids during steamy sports practices and games?,"For Athletes, the Risk of Too Much Water",201508,0.4939,0,0.916,0.084
"What you need to know if you’re on a trip or planning one soon, including new lodging at a safari park in England, and a new water park on a Royal Caribbean ship.",Resort and Cruise News: Safaris by Air in Australia,201508,0,0,1,0
"A Baptist pastor is pronounced dead after a car accident, but comes back to life an hour and a half later recalling a vision of heaven.",90 Minutes In Heaven: You're Going To Make It,201508,-0.2732,0.091,0.909,0
"Tens of thousands of Hindus take a dip in an Indian river during a festival, believing it will cleanse them of their sins. Yiming Woo reports.",Thousands of Hindus take holy dip,201508,0,0,1,0
"A Baptist pastor is pronounced dead after a car accident, but comes back to life an hour and a half later recalling a vision of heaven.",90 Minutes In Heaven: Pray All Night,201508,0.5023,0.159,0.607,0.234
"Many Spanish-language news outlets no longer pretend to objectively cover Mr. Trump, who has made disparaging remarks about Mexican immigrants.",Donald Trump Gets Earful in Spanish as Latino Outlets Air Disdain,201508,0.5106,0.099,0.693,0.208
"For 20 years, a primitive wall of stones has served as a planting bed in a park on West End Avenue. Now a new sign explains its origin.",Park’s Stone Wall Is a Vestige of Manhattan’s Rail History,201508,0.5023,0.159,0.607,0.234
"Is it a practice that’s ineffective, unfair and even discriminatory?",Should Restaurants Do Away With Tipping?,201508,-0.7003,0.286,0.714,0
"The 17-year-old, who chooses accessible, approachable outfits and designers, is increasingly seen as a style icon for women in her age group.",Malia Obama Follows Her Mother Into the Fashion Spotlight,201508,0,0,1,0
"Venture capitalists may actually welcome some of the consequences of leaner times, which could lower costs, decrease competition and toughen up start-ups.",The Upside of a Downturn in Silicon Valley,201508,-0.5574,0.397,0.603,0
"A Baptist pastor is pronounced dead after a car accident, but comes back to life an hour and a half later recalling a vision of heaven.",90 Minutes In Heaven: It's Not About You,201508,0,0,1,0
"When an astronaut is stranded on Mars, he struggles to survive and get back to Earth.",The Martian: I'm Alive (Tv Spot),201508,0.2263,0.087,0.751,0.162
"A Baptist pastor is pronounced dead after a car accident, but comes back to life an hour and a half later recalling a vision of heaven.",90 Minutes In Heaven: I Have To Pray For Him,201508,0.5023,0.159,0.607,0.234
"A Baptist pastor is pronounced dead after a car accident, but comes back to life an hour and a half later recalling a vision of heaven.",90 Minutes In Heaven: Find Your Purpose,201508,-0.3612,0.143,0.857,0
A mother & her twin sons find themselves in a house marked for death as the evil spirit of Bughuul continues to spread with frightening intensity.,Sinister 2: Computer Error,201508,0.5023,0.159,0.607,0.234
"A genetically-engineered, elite assassin known only as Agent 47 becomes conflicted by his conscience and unfamiliar emotions.",Hitman: Agent 47: Garage Escape,201508,0.5023,0.159,0.607,0.234
"A newly-single Manhattan author hires an Indian taxi driver who's entering an arranged marriage to teach her to drive, and she coaches him on how to impress a woman.",Learning To Drive: Patricia Clarkson (Featurette),201508,-0.8957,0.357,0.59,0.053
"A newly-single Manhattan author hires an Indian taxi driver who's entering an arranged marriage to teach her to drive, and she coaches him on how to impress a woman.",Learning To Drive: Ben Kingsley (Featurette),201508,0,0,1,0
What is your opinion of Dismaland? Do you think it is effective satire? Would you want to visit?,News Q’s | Banksy’s ‘Dismaland’ in England,201508,0.4404,0,0.9,0.1
A female FBI agent crosses the Mexican border with law enforcement companions in an effort to capture a drug lord.,Sicario: Raid,201508,0.4404,0,0.9,0.1
"With a rate cut by China’s central bank on Tuesday unable to shore up a volatile stock market, investors may be losing faith in the government's ability to calm the economy. Meg Teckman reports.",More volatility hits Chinese markets despite intervention,201508,0.6046,0,0.764,0.236
"A newly-single Manhattan author hires an Indian taxi driver who's entering an arranged marriage to teach her to drive, and she coaches him on how to impress a woman.",Learning To Drive: Extraordinary Women (Featurette),201508,0,0,1,0
Rehearsals for a Broadway director's play are complicated by his romantic indiscretions and those of the cast.,She's Funny That Way: Dinner Scene,201508,0.4019,0.12,0.691,0.189
Rehearsals for a Broadway director's play are complicated by his romantic indiscretions and those of the cast.,She's Funny That Way: Life Is Like That Sometimes,201508,0.4404,0,0.9,0.1
A college freshman in New York finds a role model in her future stepsister - an ambitious young woman making her way in the big city.,Mistress America: You're Funny,201508,0.6249,0,0.733,0.267
A family moves into a New England house built upon the sight of witch burnings centuries before.,Beyond Darkness,201508,0.6249,0,0.733,0.267
A trio of boy scouts must protect their town from a zombie outbreak.,Scouts Guide To The Zombie Apocalypse: How To Earn Your Wildlife Badge,201508,0.4767,0,0.876,0.124
"For almost 40 years, Wolfgang Beltracchi fooled the international art world by forging and selling paintings of early 20th-century masters.",Beltracchi: The Art Of Forgery (Us),201508,-0.3612,0.152,0.848,0
"High school student Ed Wallis arrives in a new town and, for a class assignment, interviews his elderly neighbor, Ashby Hall, who turns out to be a former CIA hitman with almost 100 kills, and who bonds with the youngster while attempting to settl...",Ashby,201508,0.3818,0,0.794,0.206
"When he watches his older brother, the world kickboxing champion, get crippled while fighting the dirty Thai fighter Tong Po, Kurt Sloane swears revenge, and sets out to learn the art of Muay-Thai fighting with the help of an old master, before re...",Kickboxer (Trailer 1),201508,-0.3818,0.12,0.88,0
Migrants travelling across Serbia continue to flow into Hungary despite barbed wire fences erected at the border. Rough cut (no reporter narration).,Migrants climb under barbed wires to reach Hungary,201508,-0.4976,0.075,0.925,0
"The recent nuclear deal between Iran and the West has restored diplomatic ties, and that's leading to tourism in Iran getting a potential boost. As Julian Satterthwaite reports, the country wants to quadruple visitor numbers by 2025.",Tourists head for Iran as relations warm,201508,-0.7579,0.256,0.583,0.161
"Clambering over the razor-wire fence or crawling under it, migrants surged Wednesday across the Serbian border into Hungary. Then they jostled to formally enter the country so they could quickly leave it, heading toward more prosperous European Un...",Hungary's Border Fence Proves Futile in Slowing Migrant Flow,201508,-0.2732,0.091,0.909,0
"The sixth entry in the series has Dr. Sam Loomis once again in pursuit of the homicidal Michael Myers. Now driven by a satanic power, Myers chases his grown niece and her child to his midwestern hometown of Haddonfield. Although the town is trying...",Halloween 6: The Curse Of Michael Myers,201508,0.6249,0,0.87,0.13
China’s investors fear the country’s stock markets could fall further.,Chinese Investors Express Despair,201508,0.4927,0.03,0.887,0.084
"Set in working-class South Boston, a psychological drama about a 20-year-old lad who works as a janitor at MIT and spends most of his time with his coarse friends at the neighborhood bar. Blessed with a certain genius, Will, who has never attended...",Good Will Hunting (Trailer 1),201508,0,0,1,0
A pregnant teen comes up against a night from hell on Halloween.,Hellions: Put The Gun Down,201508,-0.4939,0.262,0.738,0
"Hatched in 1959, a sea turtle travels the oceans to reunite with his lost love, witnessing the effects of global warming.",Sammy's Adventures: The Secret Passage,201508,0.8442,0,0.798,0.202
"Families should realize that this time can be the end of life, and they should pay attention to its quality just as they would if the patient were dying at home.",The I.C.U. Is Not a Pause Button,201508,-0.6808,0.338,0.662,0
"Ted, a highly enthusiastic guide at the Bloomsberry Museum, gives a tour to a group of schoolchildren and their teacher Maggie, who happens to be Ted's biggest fan. When the museum's owner, Mr. Bloomsberry, tells Ted that his beloved museum will h...",Curious George (Trailer 1),201508,0.5423,0.092,0.677,0.231
Story of Sir William Wallace and his fight for Scotland's freedom.,Braveheart (Trailer 1),201508,-0.1027,0.045,0.955,0
"Down on the farm, the farmer thinks he's in charge, keeping all the animals safe and sound. But when the farmer is out of sight, the lookout sheep shouts ""Clear!"" and all of the barnyard animals spring up on two legs, walk, talk, watch TV, and orc...",Barnyard: The Original Party Animals (Trailer 1),201508,0.8439,0,0.798,0.202
The only Sumatran rhinoceros left in the United States will be sent to Indonesia so that it can mate. Yiming Woo reports.,Lonely US rhino to seek mate in Indonesia,201508,0.3818,0.165,0.57,0.266
Does decriminalized prostitution better protect women and sex workers?,Should Prostitution Be a Crime?,201508,0.6996,0,0.886,0.114
"After days of tension and “semi-war,” North and South Korea’s deal evokes cautious hope for their long-contentious relationship.",North and South Korea Take a Breath,201508,0.7096,0,0.772,0.228
Readers discuss the candidate’s response to an “unscripted” confrontation.,Hillary Clinton’s Response to a Black Activist,201508,0.6705,0,0.56,0.44
"Readers, including St. Paul’s alumni, discuss the rape trial and the media coverage.",Rape Accusation at St. Paul’s School,201508,0.0516,0.171,0.694,0.134
A reader argues that it would be irresponsible to use artificial intelligence for land mines and thus encourage their use.,Banning Land Mines,201508,-0.3182,0.223,0.777,0
A doctor says Carter’s “sense of perspective about his life and his equanimity are inspiring.”,Jimmy Carter’s Inspiring Approach to Cancer,201508,-0.6908,0.281,0.719,0
Test your knowledge of latitude and longitude by playing our crossword.,Student Crossword | Latitude and Longitude,201508,0.2263,0.204,0.558,0.238
"Two NATO members, whose nationalities were not immediately clear, were shot on a base in the southern province of Helmand, a coalition statement said.",Two Setbacks for Coalition in Afghanistan,201508,0,0,1,0
"With the Broad opening across the street, the Museum of Contemporary Art makes a bid to compete.",Museum Piggybacks on the Broad’s Opening With Free Membership Offer,201508,0.2023,0,0.847,0.153
"As Gustavo Jononovich documented, the bounty of natural resources in Latin America can sustain a community, but also destroy it through pollution and overdevelopment.","In Latin America’s Rich Lands, Poor People",201508,-0.2924,0.094,0.906,0
"A Federal Reserve official suggested that September might be too soon to raise interest rates, and investors seemed to react by buying up stocks.",Soothing Talk by Federal Reserve Official Buoys Wall Street,201508,0,0,1,0
The only Sumatran rhinoceros left in the United States will be sent to Indonesia so that it can mate. Yiming Woo reports.,Lonely US rhino to seek mate in Indonesia,201508,-0.6124,0.173,0.764,0.064
"Corrections appearing in print on Wednesday, August 26, 2015.","Corrections: August 26, 2015",201508,0.4588,0,0.88,0.12
The Syrian president says he's open to the idea of a coalition against Islamic State but indicates there's little chance of it happening with his enemies. Yiming Woo reports.,Little hope for alliance against IS: Syria's Assad,201508,0.7096,0,0.772,0.228
"For more than a year now, signs pointing to an equity crisis were there for all to see.","Signs, Long Unheeded, Now Point to Risks in U.S. Economy",201508,0,0,1,0
"Justin Wilson, who died of injuries stemming from an accident at Pocono Raceway, had helped investigate the 2011 death of his friend Dan Wheldon in a Las Vegas race.",Driver Killed in IndyCar Wreck Was a Student of Crashes,201508,0.2289,0.121,0.704,0.175
"By refusing support from “super PACs,” Bernie Sanders has built a campaign that appears to be drawing even more rank-and-file support than President Obama did in 2008.",Bernie Sanders’s Success in Attracting Small Donors Tests Importance of ‘Super PACs’,201508,-0.6249,0.204,0.796,0
"Lonely Planet’s decision to name Queens the top U.S. travel spot of 2015 has buoyed the borough’s promoters, who say it deserves to be a destination in its own right.",Tourists Have Landed in Queens. They’re Staying.,201508,-0.8126,0.28,0.635,0.085
Television highlights.,What’s on TV Wednesday,201508,0.4019,0.087,0.74,0.174
The company will use its Maker Studios unit and ABC News in an ambitious international promotion of characters and toys from the coming film.,Big Push by Disney on ‘Star Wars’ Merchandise,201508,-0.1779,0.08,0.863,0.058
This word has appeared in 24 New York Times articles in the past year,Word of the Day + Quiz | discombobulated,201508,0,0,1,0
"Toronto’s Troy Tulowitzki tied the game with a single, and a throwing error by Texas’ four-time Gold Glove third baseman, Adrian Beltre, allowed the winning run to score.",Blue Jays Turn Back the Rangers With Two Runs in the Ninth,201508,0.4767,0,0.881,0.119
"Quotation of the Day for Wednesday, August 26, 2015.","Quotation of the Day for Wednesday, August 26, 2015",201508,0,0,1,0
Burger King is proposing a one-day truce with McDonald’s to sell a meal blending their burgers. Proceeds would go to raise awareness of the International Day of Peace.,Burger King to McDonald’s: Let’s Make a ‘McWhopper’,201508,0.1779,0.09,0.797,0.113
"Thin coconut milk Canned or frozen coconut milk may be used for this curry, but it will be thicker and heavier than the milk you prepare yourself.",FOOD; SINGAPORE'S CUISINE REALLY TAKES A POUNDING,201508,0,0,1,0
FINLEY--John J. Holland Lodge #,"Paid Notice: Deaths FINLEY, JOHN J",201508,0.5423,0,0.877,0.123
"STROUD--Marion Boulton. The Trustees and Staff of the Whitney Museum of American Art note with deep sadness the passing of Marion ""Kippy"" Stroud, longtime and dear friend and a founding member of the Whitney's National Committee. Kippy was a dedic...","Paid Notice: Deaths STROUD, MARION BOULTON",201508,0,0,1,0
