snippet,headline__main,year_mo,compound,negative,neutral,positive
"FASSLER--Leon, age 81, devoted husband of Estelle, loving father of Dr. Ronald and Wendy Weissman, grandfather of Matthew and Seth Weissman and Natalie Karafiol, brother of Joseph, Gustave, and the late Michael. Funeral Wednesday June 18 at Westch...","Paid Notice: Deaths  FASSLER, LEON",201406,0.6249,0.057,0.794,0.15
"COOK--Richard Charles, Playwrights Horizons extends their condolences to Helen R. Cook and her family on the passing of husband, father, and playwright Richard C. Cook. Memorial contributions may be made to playwrightshorizons.org/ richardcook/","Paid Notice: Deaths  COOK, RICHARD CHARLES",201406,0.128,0,0.955,0.045
"BERNSTEIN--Jeanne. The Board of Trustees and staff of Blythedale Children's Hospital mourn the passing of Jeanne Bernstein. Jeanne was a volunteer for many years, and, along with her husband, Arnold (former Blythedale trustee and Board Chair) were...","Paid Notice: Deaths  BERNSTEIN, JEANNE",201406,-0.128,0.072,0.844,0.084
"KATZIN--Jerome S. and Miriam Eve. The Board and Staff of The New York Botanical Garden express their condolences to Diane Katzin, a member of the NYBG Board, on the passing of her parents, Miriam and Jerome. Their inspirational leadership, philant...","Paid Notice: Deaths  KATZIN, JEROME S",201406,0.5106,0,0.92,0.08
"FRISINA--R. Warren, died June 15, 2014. His beloved wife of 53 years, Gloria Dell'Omo predeceased him in 2006. A veteran (U.S.M.C./Korea) and former president of the New York Assessors' Association, he is survived by siblings, Armida Giglio, Glori...","Paid Notice: Deaths  FRISINA, R",201406,0.4588,0.081,0.769,0.149
London,Tom Ford: Spring 2015 Menswear,201406,0,0,1,0
Statement pieces and staples from the men’s collections in London.,London Men’s Fashion Week Spring 2015 Accessories,201406,0,0,1,0
Looks range from dapper to experimental.,London Men’s Fashion Week Street Style,201406,0,0,1,0
"Wtih Coco Rocha and Carine Roitfeld as co-chairwomen for the evening, there was glamour in the air.","At the Fragrance Foundation Awards, the Sweet Smell of Success",201406,0.5267,0,0.825,0.175
London,Burberry Prorsum: Spring 2015 Menswear,201406,0,0,1,0
London,Craig Green: Spring 2015 Menswear,201406,0,0,1,0
London,E. Tautz: Spring 2015 Menswear,201406,0,0,1,0
"If you thought pork and apples were a winning combination, just wait ‘til you try pork and cherries.","Cherries Go Savory, Sweet and Boozy",201406,0.5267,0,0.825,0.175
"The fourth season of Louis C. K.’s “Louie” on FX was more serious and sober than in the past, and although the topics were familiar, they were treated more solemnly.",Dark Clouds Hover Over a Funny Man,201406,0.128,0.05,0.884,0.066
The Spanish authorities have arrested several men accused of recruiting volunteers for insurgencies from Western Africa to Syria and Iraq.,Spanish Police Target Cells Recruiting War Volunteers,201406,-0.6486,0.227,0.773,0
"Some said they were angry over what they called the youths’ seemingly cavalier behavior in the West Bank, but others said the infrequent bus service left people no option but to hitch a ride.",Abduction of Young Israeli Hitchhikers Spurs Debate on Conduct,201406,-0.6059,0.138,0.862,0
"If pro-gun members of Congress have their way, they will continue to bar federally financed research on the roots of gun violence and how to prevent it.",Legislating Ignorance About Guns,201406,-0.7506,0.206,0.759,0.035
"Boston’s early music festival last year called on a New York-based choral director and organist, John Scott. New York’s new festival has done the same.","At Home, a Dramatic Organist",201406,0.7506,0,0.775,0.225
Images from YouTube videos capturing filming of “Transformers: Age of Extinction” fed a documentary.,Transforming Phone Video Into Publicity and a Film,201406,0,0,1,0
"It can be hard to get enthusiastic about flying when planes are packed, fees are everywhere and frequent-flier programs are getting tighter.",Squeezing the Life Out of Airline Travel,201406,0.4215,0.057,0.813,0.13
American Ballet Theater performs Frederick Ashton’s “Cinderella” with four casts.,Hoping the Tale of a Glass Slipper Fits Into a Troupe’s Repertory,201406,0,0,1,0
"Rickie Fowler, who tied for second at the United States Open, has often been more a commodity than a competitor, but he is committed to getting better."," With His Best Finish in a Major, Fowler Displays Substance and Style ",201406,0.8126,0,0.724,0.276
"“The Good Doctor” is more than a son’s search to understand his father’s actions, but an evaluation of a generation that practiced medicine differently.","Father, Doctor, Role Model",201406,0.2382,0,0.915,0.085
Researchers found that evolutionary change in alewife herrings since the 18th century had a ripple effect on bluegill.,A Chain Reaction of Change Behind Dams,201406,0,0,1,0
"At a growing number of upmarket buildings in New York, the ultimate amenity is an outdoor oasis so exclusive that no one but the gardener is allowed in.",Green Space So Exclusive It’s Off Limits Even to Residents,201406,0.0679,0.06,0.801,0.139
"Male Mientien tree frogs are using storm drains to enhance their mating calls, researchers say.","Sounds of Frog Lust, Made Even Sexier",201406,0,0,1,0
The discovery of intact eggs and pterosaur fossils in China suggests that the creatures nested in large groups.,"Pterosaurs, Flying Reptiles, Were a Social Lot",201406,0.2023,0,0.904,0.096
Why does eating asparagus make one’s urine smell funny?,"Asparagus, Revisited",201406,0.4404,0,0.734,0.266
"The I.R.S. told investigators looking into accusations of politically motivated misconduct that two years’ worth of emails sent and received by an official, Lois Lerner, had been destroyed.",I.R.S. Commissioner to Testify on Ex-Official’s Lost Emails,201406,-0.1531,0.16,0.698,0.142
"A DNA “bar code” of 23 snips from the genes of parasites that cause malaria can help scientists quickly determine where they originated, British researchers report.",A Faster Way to Find the Origin of Malaria,201406,0.4019,0,0.899,0.101
"In his 20-year major league career, all with the San Diego Padres, Gwynn had a batting average of .338, including .394 in 1994. He was inducted into the Baseball Hall of Fame in 2007.","Tony Gwynn, Hall of Fame Batting Champion, Dies at 54 of Cancer",201406,0.4404,0,0.917,0.083
"MIRKEN--Alan B. Dr. Susan Bressman and the staff of the Mirken Department of Neurology at Mount Sinai Beth Israel sadly mourn the passing of our beloved benefactor, Alan B. Mirken. For over two decades Alan gave unflaggingly to build and support t...","Paid Notice: Deaths  MIRKEN, ALAN B",201406,0.1027,0.113,0.766,0.121
"FRISINA--R. Warren, died June 15, 2014. His beloved wife of 53 years, Gloria Dell'Omo predeceased him in 2006. A veteran (U.S.M.C./Korea) and former president of the New York Assessors' Association, he is survived by siblings, Armida Giglio, Glori...","Paid Notice: Deaths  FRISINA, R",201406,0.4588,0.081,0.769,0.149
"QUICK--Jonathan Richard, February 9, 1942-May 13, 2014. Rutgers '63, Yale PhD '68, Prof. Quick taught James Joyce, Modern Novel at UMass until retirement in 2002. Predeceased by parents the Rev. Joseph Quick and Katherine Brock Quick; and brother ...","Paid Notice: Deaths  QUICK, JONATHAN RICHARD",201406,0.3182,0,0.943,0.057
"ABRAMS--Rick, died June 15, 2014 at the age of 57 after a long battle with thyroid cancer. Rick is mourned by all of his former colleagues at Scholastic and at Tom Snyder Productions, the Watertown, Mass., company where he worked for 30 years. Ric...","Paid Notice: Deaths  ABRAMS, RICK",201406,-0.9169,0.249,0.751,0
"KOENIG--Julian. April 22, 1921 - June 12, 2014. The One Club mourns the loss of Julian Koenig, esteemed member of the Creative Hall of Fame. Julian was inducted in 1966 to the Copywriters Hall of Fame, as it was known then. Born in New York, April...","Paid Notice: Deaths  KOENIG, JULIAN",201406,0.7096,0.101,0.693,0.206
"FISCHER--Nancy Sarah Kaplan, (1928 2014) passed away peacefully at her home in New York City on June 16, 2014, after a brief illness. She earned her degrees in art and education from the University of Chicago and Columbia. Mrs. Fischer served as a...","Paid Notice: Deaths  FISCHER, NANCY SARAH KAPLAN",201406,0.1779,0.059,0.868,0.074
"BROWN--Mary ""Sue"", Lover of New York City, passed away on June 16, 2014. Retiree of Cornell-Weill Medical College. Devoted mother, grandmother and great- grandmother. For further information please visit: www.efcarterfuneralhome.com","Paid Notice: Deaths  BROWN, MARY ""SUE""",201406,0.9169,0,0.668,0.332
"FLAGG--Thomas Richardson, died on June 9, 2014 surrounded by family at his home in Redding, CT where he lived for 40 years. Born in 1936 to the late Irene Richardson and John H. Flagg, Tom grew up in Oradell and Englewood, NJ. He graduated from De...","Paid Notice: Deaths  FLAGG, THOMAS RICHARDSON",201406,-0.5574,0.074,0.926,0
"KATZ--Joan. We will miss our talented, brilliant Joan. Our thoughts are with Herb and the family. Patti and Herb Frumkes","Paid Notice: Deaths  KATZ, JOAN",201406,0.7579,0.062,0.661,0.276
"LEWIN--Kurt I.,on June 17, 2014. Beloved husband of Donatella, father of Andrew, Clement and Luigi. Loving grandfather of Joshua, Nathaniel and Sylvana. Services today 9:45am at ""The Riverside"" 76th St. and Amsterdam Avenue.","Paid Notice: Deaths  LEWIN, KURT I.",201406,0.802,0,0.812,0.188
"SHORE--Adam. Benenson Capital Partners mourns the loss of Adam Shore, son our dear friend and attorney Steve Shore. We extend our heartfelt condolences to Susan, Steve, Jared, Melissa and the entire Shore family. With much sympathy. Bruce W. Benen...","Paid Notice: Deaths  SHORE, ADAM",201406,0.7783,0.111,0.625,0.264
"MONT--Dorothy. NCJW NY Section mourns the passing of Dorothy Mont, our esteemed former Board member and co-chair of our Wednesday Community Kit- chen. We are grateful for her years of service and her loving dedication to our Hunger Program and off...","Paid Notice: Deaths  MONT, DOROTHY",201406,0.6597,0.105,0.703,0.191
"MONT--Dorothy. On June 18, 2014. Beloved wife of the late Seymour. Devoted mother of Michael, Karen, and Jay and mother-in-law of Rhonda Mont and Michael Brown. Cherished grandmother of Judy, Harry, Shayna, Billy as well as Jeremy, Scott, and Rich...","Paid Notice: Deaths  MONT, DOROTHY",201406,0.886,0,0.759,0.241
"WALKER--Susan Jane. We honor the memory of Susan, actor, producer, and cherished wife of Harry Salwen (deceased); survived by Alyssa Salwen and Reed Nopponen. Services will be held at St. Malachy's, the Actors Chapel on June 26th at 6:30pm.","Paid Notice: Deaths  WALKER, SUSAN JANE",201406,0.8689,0,0.786,0.214
"SHORE--Adam. The partners and staff of Goldfarb & Fleece mourn the passing of Adam Shore, son of our partner and friend, Steve Shore. We extend our heartfelt condolences to Susan, Steve, Jared, Melissa and the entire family.","Paid Notice: Deaths  SHORE, ADAM",201406,0.6808,0.065,0.741,0.194
"RICE--Peggy. With unending gratitude for your constancy and love. In our hearts forever, with the deepest love. Eve, Kara, Eddie, Amanda, Nina","Paid Notice: Memorials  RICE, PEGGY",201406,0.9136,0,0.619,0.381
MORGAN--Thomas B. The Board of Trustees and Staff of New York Public Radio mourn the loss of Thomas B. Morgan. Tom was the President of the WNYC Communications Group from April 1990 to April 1994. He also served on the WNYC Board of Directors and ...,"Paid Notice: Deaths  MORGAN, THOMAS B",201406,-0.5859,0.103,0.87,0.026
"KANE--Rev. Joseph P.,S.J., on June 16, 2014, long-time Chaplain at Rikers Island Correctional Facility. Reposing at the Murray-Weigel Hall Chapel, 515 East Fordham Rd., Bronx, NY, on Friday, 3-5pm and 7-9pm. Funeral Mass at Our Lady of Refuge Chur...","Paid Notice: Deaths  KANE, REV. JOSEPH P.",201406,-0.3612,0.062,0.938,0
"COOK--Richard Charles, July 4, 1934 - June 10, 2014, died peacefully at home in the Chelsea Hotel leaving his cherished wife, Helen R. Cook; their four children and their spouses; and 9 grandchildren. He was a playwright and prize-winning poet tre...","Paid Notice: Deaths  COOK, RICHARD CHARLES",201406,0.4767,0.079,0.773,0.148
"KAHAN--Norman. It is with deep sorrow that Temple Sinai of Roslyn records the loss of our beloved Rabbi Emeritus, Norman Kahan. We extend our condolences to his family. Rabbi Michael A. White President Howard Berrent","Paid Notice: Deaths  KAHAN, NORMAN",201406,-0.1779,0.137,0.743,0.12
"EDDY--Ellen Stover, of Short Hills, New Jersey and Bayville, Maine died on Monday, June 16, 2014. A memorial service will be held on Saturday, July 19th at 2pm at Christ Church in Short Hills. Ellen was born to the late Charles and Jane Stover on ...","Paid Notice: Deaths  EDDY, ELLEN STOVER",201406,-0.5574,0.076,0.924,0
How the justices have decided major cases this term and the implications of their decisions.,Key Supreme Court Decisions in 2014,201406,0,0,1,0
"For the first time, researchers have used fMRI scanners to track the brain activity of writers as they created fiction. The results have drawn strong reactions from other scientists.",This Is Your Brain on Writing,201406,0.6486,0,0.836,0.164
A slide show of the king through the years and the transition of power to his son Felipe.,King Juan Carlos’ Reign Over Spain,201406,0,0,1,0
"Luis Suárez gave Uruguay the lead with a header in the 39th minute. Wayne Rooney kept England's hopes alive with a goal in the second half, but Suárez struck again in the 85th minute to give Uruguay the victory.",Suárez Sends Rooney and England to the Brink,201406,0.0516,0.062,0.846,0.092
Analysis and graphics show what needs to happen for teams in the 2014 World Cup to advance to the Round of 16.,World Cup 2014: How Teams Can Advance to the Next Round,201406,0,0,1,0
Your nightly briefing is ready for you.,Your Evening Briefing,201406,0.3612,0,0.706,0.294
The many looks of Mr. Wooster.,Nick Wooster’s Style,201406,0,0,1,0
"C. J. Hinojosa broke the College World Series’s long home run drought in the seventh inning, Chad Hollingsworth and Travis Duke limited U.C. Irvine to four hits, and Texas won, 1-0, in an elimination game in Omaha.",Texas Edges U.C. Irvine,201406,0,0.111,0.802,0.087
"Epiphanny Prince scored 30 points, and the host Chicago Sky recorded a 105-100 overtime win over the Liberty.",Prince Scores 30 to Beat Liberty,201406,0.802,0,0.676,0.324
"Novak Djokovic was seeded No. 1 for Wimbledon on Wednesday despite being No. 2 in the world behind Rafael Nadal, who was seeded second.",Djokovic and Williams Top Seeds for Wimbledon,201406,-0.5267,0.18,0.82,0
"The precocious photographer shows her images of emotionally charged teens in the show “Kids in Love,” opening Friday in New York.",Olivia Bee’s Personal Images of Her Teenage Years,201406,-0.2023,0.083,0.917,0
"The Obama administration told the United Nations that the suspected ringleader of attack on the American Consulate in Benghazi, Libya, was plotting more attacks on Americans.",U.S. Asserts Self-Defense in Benghazi Suspect Case,201406,-0.659,0.248,0.667,0.085
"The two former leaders were accused of setting the stage for an army intervention, then conducting the coup that resulted in widespread torture, arrests and deaths.",Former Turkish Army Chief Is Convicted in 1980 Coup,201406,-0.8402,0.281,0.719,0
The world’s best soccer players bring their own unique style to the game. So it is only fitting that the commentators react in kind — calling a goal with passion and personality.,Battle Cries,201406,0.891,0,0.725,0.275
"Catcher Brian McCann, who signed a big contract in the off-season but came into the game hitting .220, homered and tripled, driving in five runs in the Yankees’ victory.",A Struggling McCann Shows Some of the Pop He Was Signed to Provide,201406,0,0,1,0
"Mr. Vaughan, who got his start directing the first productions of the New York Shakespeare Festival in 1956, professed a loyalty to the text and an aversion to “revisionist approaches.”","Stuart Vaughan, Director and Shakespeare Expert, Dies at 88",201406,0.5859,0.081,0.73,0.188
"An Ebola outbreak continues to spread in three West African countries, with more than 330 deaths reported, the World Health Organization said Wednesday.",Ebola Deaths Rise as Outbreak Spreads,201406,0,0,1,0
"Pope Francis will beatify 124 Korean martyrs and celebrate a Mass of peace and reconciliation on the war-divided peninsula during a visit to South Korea in August, the first papal trip to Asia in nearly 20 years.",Vatican: Pope to Beatify Korean Martyrs,201406,0.802,0,0.821,0.179
"Witnesses of a bombing that killed at least 14 people at a World Cup viewing site in northeast Nigeria blamed a suicide bomber driving a three-wheeled taxi, while a police official said Wednesday that the explosion had come from a parked car.",Nigeria: Cause of Deadly Blast Unclear,201406,-0.9201,0.268,0.732,0
"The governor of Michoacán, one of the country’s most violent states, where people have taken up arms to fight drug and organized crime gangs, has resigned because of poor health",Mexico: Governor of Michoacán Resigns,201406,-0.9371,0.381,0.619,0
"Mr. Silver, a pianist, composer and bandleader, wrote and performed music that was both sophisticated and accessible.","Horace Silver, 85, Master of Earthy Jazz, Is Dead",201406,0.5574,0,0.806,0.194
A man convicted of killing his wife and her 5-year-old son nearly 30 years ago was executed at Florida State Prison on Wednesday.,Florida: Murderer Is Executed,201406,-0.8271,0.278,0.722,0
"Napoli and Ortiz hit back-to-back homers with one out in the 10th inning, and the Boston Red Sox rallied past Minnesota, 2-1, on Wednesday, sending the Twins to their fifth straight loss.",Red Sox Homers Top Twins in 10th ,201406,-0.1027,0.067,0.877,0.056
The Rockaways is about to become something unusual in this fast-moving digital information age — a two-newspaper town.,An Unusual Media Start-Up: A Local Newspaper,201406,0,0,1,0
Negotiators are growing skeptical that the United States and Iran can reach a permanent deal on Iran’s nuclear capabilities before a July 20 deadline.,Conflict in Iraq Adds New Angle to U.S.-Iran Nuclear Talks,201406,0.3182,0.089,0.695,0.216
The remains of the crew aboard a military plane that crashed in Alaska in 1952 have been identified and recovered. They will be returned to their families for burial with full military honors.,"Decades Later, 17 Service Members Who Perished in Crash Will Be Laid to Rest",201406,0.5267,0,0.872,0.128
"Croatia kept its World Cup hopes alive by beating Cameroon, 4-0, in a game in which Alex Song was sent off for Cameroon, which will be going home after the group stage.","World Cup 2014: Cameroon Loses Player, Then Chance at 2nd Round",201406,0.34,0.082,0.769,0.148
"Mark Emmert’s testimony will be the most watched of the trial, which could reshape American college sports.",N.C.A.A. President Will Get His Say at Antitrust Trial,201406,0,0,1,0
John R. Bolton is among the cavalcade of neoconservatives newly emerged on cable television and in hawkish policy seminars to say “We told you so” on Iraq.,Former Envoy Pipes Up in Conservative Chorus of ‘Told You So’ on Iraq,201406,0,0,1,0
"The 17-year-old golfer Lydia Ko is working with Mike Cowan, who has caddied for Tiger Woods and Jim Furyk, as she seeks her first United States Open title this weekend.",Ko Adds Another Weapon to Her Bag,201406,0.4215,0,0.912,0.088
"The world needed a great, cheap smartphone, and Amazon seems uniquely capable of delivering such a device. But the Fire instead aims at a saturated high end.",Amazon Fire Phone’s Missed Opportunities,201406,0.7184,0.078,0.649,0.273
Maine farmers are fighting state regulations that require them to obtain licenses to sell food products directly to consumers.,Maine Court Fight Pits Farmers Against State and One Another,201406,-0.3612,0.122,0.878,0
States should change their laws to classify bringing a gun into security checkpoints as a felony.,Guns at the Airport,201406,-0.5423,0.306,0.57,0.124
"It is time for a change in New York’s 13th Congressional District. The Times recommends Adriano Espaillat, a state senator, for the House seat.",Espaillat for Congress,201406,0.2263,0,0.917,0.083
"Mr. Devens was the mayor of Valdez, an obscure coastal town in Alaska, when it was rocked by the wreck of the Exxon Valdez oil tanker in Prince William Sound.","John Devens, Valdez Mayor During Exxon Spill, Dies at 74",201406,-0.4404,0.091,0.909,0
"Dubai’s rise as a modern crossroads connecting East and West is a tale of globalization, ambition, and an audacious bet on the future of air travel that proved prescient.","Dubai, Once a Humble Refueling Stop, Is Crossroad to the Globe",201406,0.2263,0,0.932,0.068
Mr. Morgan combined writing and a passion for public affairs to shape a career that also included top roles at The Village Voice and in public radio.,"Thomas B. Morgan, Writer, Editor and Lindsay Press Aide, Dies at 87",201406,0.5859,0,0.827,0.173
"Most major league teams are having an identity crisis this season, hovering just a few games above or below .500, and that may give the Yankees hope.",Parity Could Be a Plus for the So-So Yankees,201406,-0.296,0.132,0.774,0.094
LEVIN--Vivian. You were our sunshine. We miss you and honor your memory everyday. You have a great-granddaughter Alexandra.,"Paid Notice: Memorials  LEVIN, VIVIAN",201406,0.7003,0.073,0.636,0.291
"ROWAN--Barbara, We extend our deepest condolences to our chairman, Marc Rowan, on the loss of his mother, Barbara. She was a true matriarch loved by her children and their spouses and her adoring grandchildren. Youth Renewal Fund","Paid Notice: Deaths  ROWAN, BARBARA",201406,0.8658,0.051,0.684,0.265
"ESSES--Deanne (nee Sherman), June 19, 2014, Died peacefully after a short illness at Calvary Hospital in the presence of both her daughters, Arlene Esses Maidman and Gail Esses Weiner and her son-in-law Mitchel Maidman. In addition to her daughter...","Paid Notice: Deaths  ESSES, DEANNE (NEE SHERMAN)",201406,-0.4404,0.141,0.783,0.076
"ROWAN--Barbara J.,of Hollywood, Florida passed away peacefully in her sleep on June 15, 2014 after struggling with small cell lung cancer. She was the daughter of Florence and Emanuel Stein of Long Beach, NY. She is survived by her daughter Andrea...","Paid Notice: Deaths  ROWAN, BARBARA J.",201406,-0.128,0.141,0.727,0.132
"MILLER--James Robert. February 15, 1942 - June 16, 2014. Born in Brooklyn, NY to Julius and Belle Miller, Jim grew up on East 27th Street with brother Daniel. He attended Syracuse University and St. Johns University law school. Jim's profession wa...","Paid Notice: Deaths  MILLER, JAMES ROBERT",201406,0,0,1,0
"CHENKIN--Norma. 1926 - 2007 Darling, love you very much. Miss you more then ever. Until we meet again. Love, Norman Mom- life is not the same without you. Love you, miss you. Son, Michael","Paid Notice: Memorials  CHENKIN, NORMA",201406,0.9425,0.074,0.576,0.35
"FEY--Albert E.,81. The lawyers and staff of the law firm of Fish & Neave, now part of Ropes & Gray, mourn the passing of Albert E. Fey. He was an extraordinary friend and mentor to generations of lawyers at the firm. After receiving his degree in ...","Paid Notice: Deaths  FEY, ALBERT E.",201406,0.1027,0.057,0.878,0.065
"HOLLANDER--Seena. The entire Hebrew Home family mourns the loss of Seena Hollander. Seena was an integral part of the fabric of the Hebrew Home, who radiated warmth and kindness. Devoted to her children and grandchildren, Seena treasured family ti...","Paid Notice: Deaths  HOLLANDER, SEENA",201406,0.765,0.112,0.647,0.241
"SAFRA--Moise, Menora, World Organization for the Youth, mourns the passing of Mr. Moise Safra Z'L, who was the most important supporter of the main Center of Menora in Argentina, named in honor of his gentle hood. Moise Safra stands out for his hu...","Paid Notice: Deaths  SAFRA, MOISE",201406,0.7328,0.065,0.731,0.203
"OXMAN--Leon, died on June 13, 2014. His primary passions were music, art and investing. He was a percussionist and traveled the world as a member of the 7th Army Symphony. He also performed on Broadway, including in productions of Indians, Celebra...","Paid Notice: Deaths  OXMAN, LEON",201406,-0.1027,0.082,0.845,0.073
"KASH--Shirley Black. Happy 93rd Birthday Shirley. Wish you were here to celebrate. Love you and miss you always. It was a blessing to have you in our lives. Paint the heaven Shirley - will drink this scotch on your honor. Salute, Sarah and David","Paid Notice: Memorials  KASH, SHIRLEY BLACK",201406,0.9732,0.027,0.57,0.403
"KATSKE--Joyce. The entire New York Design Center family, officers, directors, employees and tenants mourn the loss of our friend, mentor and colleague, Joyce Katske. Her fierce loyalty and devotion will be greatly missed, as will she. James Druckm...","Paid Notice: Deaths  KATSKE, JOYCE",201406,0.4779,0.154,0.649,0.197
"RAJARATNAM--J.M.,Loving husband of Rajes, father of five, and grandfather of ten. J.M. Rajaratnam passed away at the age of 86. He was born in Alvai, Sri Lanka and attended Hartley College before graduating with honors in Chemistry from the Univer...","Paid Notice: Deaths  RAJARATNAM, J.M.",201406,0.1779,0.059,0.866,0.075
"SAROT--Daniel, Ph.D. We mourn the loss of Daniel Sarot, Ph.D. Passed away June 18, 2014, age 74. Devoted husband and father, caring friend and teacher. Survived by loving wife, three children, and sister. He will be missed forever.","Paid Notice: Deaths  SAROT, DANIEL",201406,0.875,0.136,0.56,0.304
"ALFANDRE--Robert Nelson, born June 9, 1927 in New York, NY, died at his home in Washington, DC on June 12th. He is survived by his wife, Priscilla Alfandre. His parents, Joseph and Annette Henry Alfandre, moved to DC when Robert was eight. Encoura...","Paid Notice: Deaths  ALFANDRE, ROBERT NELSON",201406,-0.0772,0.075,0.856,0.069
"ANANIA--Gregory, of New York, NY passed away on Wednesday, June 18, 2014, after a long battle against cancer. Gregory was born on March 23, 1985, and grew up in Edgemont, NY. He is survived by his parents Sheryl and Michael, his twin brother, Matt...","Paid Notice: Deaths  ANANIA, GREGORY",201406,-0.5719,0.139,0.795,0.066
"BOLINSKY--Eleanor, nee Bernstein, 89, died June 16. Beloved wife of Nathan, adored mother of Barbara (Roy), Eileen (Susan), Mark (Rebecca). Devoted grandmother of Joshua (Nicole), Ari, Ravi, and Sara. Caring sister of Mel(Laura). Compassionate fri...","Paid Notice: Deaths  BOLINSKY, ELEANOR",201406,0.891,0.075,0.607,0.318
"BELSHAW--Elizabeth ""Betsy"" (Wheeler), of Princeton, New Jersey and Prout's Neck, Maine died on Tuesday, June 17, 2014 at home. A memorial service will be held on Tuesday, June 24 at 11 a.m. at Trinity Episcopal Church in Princeton. Betsy was born ...","Paid Notice: Deaths  BELSHAW, ELIZABETH ""BETSY"" (WHEELER)",201406,-0.5574,0.083,0.917,0
"Restaurants have been late to the tech revolution, and many are now scrambling to incorporate tablets, apps, computerized kitchen equipment and data analysis capabilities.",The Computer Will Now Take Your Order,201406,0,0,1,0
The global tournament is mostly a remix of the professional leagues that are in season most of the time. See which professional clubs have the most players on the most World Cup teams.,The Clubs That Connect The World Cup,201406,0,0,1,0
Your nightly briefing is ready for you.,Your Evening Briefing,201406,0.3612,0,0.706,0.294
"Plus, sharing DVD/CD drives among your network.",Using Microsoft OneDrive for Photo Backup,201406,0.4215,0,0.682,0.318
Rioult Dance New York presented two programs this week at the Joyce that included works by Martha Graham and May O’Donnell.,Some Playful Touches in a Serious Approach,201406,0,0,1,0
"Children of the Light accepted awards for work in a quartet, then dived into its show on Tuesday at the Blue Note.","After Accolades, Trio Injects a Little Folk Melody and Switches Gears Often",201406,0.6249,0,0.788,0.212
Yefim Bronfman set fire to the Third Concerto in the Beethoven Festival of the New York Philharmonic on Wednesday.,"Beethoven, Bronfman and Soaring Sparks",201406,0.2023,0.106,0.752,0.142
A committee representing the Met’s orchestra joins its union in telling the opera’s board that the struggles of recent revivals were “evidence of a failed artistic vision.”,"Facing Cuts, Musicians Criticize Met’s Leadership",201406,-0.7003,0.201,0.799,0
Jane Lynch refuses to play by the rules during her cabaret appearance at 54 Below.,"In a Comedic Grab Bag, Many Welcome Surprises",201406,0.34,0,0.854,0.146
Here’s what you need to know to start your day.,Your Friday Briefing,201406,0,0,1,0
"Quotation of the Day for Friday, June 20, 2014.","Quotation of the Day for Friday, June 20, 2014",201406,0,0,1,0
"Corrections appearing in print on June 20, 2014.","Corrections: June 20, 2014",201406,0,0,1,0
Television highlights.,What’s On Friday,201406,0,0,1,0
"Nicolás Almagro, the 25th seed, withdrew from Wimbledon because of a left foot injury.",No. 25 Seed Withdraws From Wimbledon,201406,-0.4215,0.189,0.811,0
Center Saku Koivu will not be offered a contract with the Anaheim Ducks for next season.,No Ducks Contract for Koivu,201406,0,0,1,0
The Hall of Fame quarterback Jim Kelly took a break from his recovery from cancer treatments to make a surprise appearance at the Buffalo Bills’ practice.,Jim Kelly Visits Bills,201406,-0.1027,0.145,0.691,0.164
"Brendan Steele took a one-stroke lead in the Travelers Championship in Cromwell, Conn., by shooting an eight-under-par 62, two shy of the course record.",Steele Leads Travelers Championship,201406,0.2263,0.077,0.811,0.112
"Leading Light won the Ascot Gold Cup in a thrilling finish, denying Queen Elizabeth II’s horse Estimate a second consecutive victory in the race.",Queen’s Horse Is Toppled in Ascot Gold Cup,201406,0.6597,0.085,0.674,0.241
Matteo Trentin held off Daniele Bennati in a final sprint to win the sixth stage of the Tour de Suisse. Tony Martin retained his overall lead.,Martin Keeps Suisse Lead,201406,0.5994,0,0.824,0.176
"Wladimir Klitschko will defend his heavyweight belts against the undefeated Kubrat Pulev of Bulgaria in Hamburg, Germany, on Sept. 9.",Date Set for Title Defense,201406,0,0,1,0
"Will Allen drove in the go-ahead run in the seventh inning, Mississippi relievers held Texas Christian without a hit after Kevin Cron’s homer in the fifth, and the Rebels stayed alive in the College World Series with a 6-4 victory Thursday night i...",Ole Miss Tops T.C.U.,201406,0.4215,0.041,0.856,0.104
Greece and Japan are still clinging to life in Group C after what has turned out to be a rarity at this World Cup: a 0-0 draw.,"No Victory, but No Elimination",201406,0,0,1,0
"In extending a 16-game home winning streak against Toronto, the Yankees relied on the baserunning abilities of Jacoby Ellsbury, Brian Roberts and Brett Gardner, all of whom helped manufacture runs.","Yankees Cap Sweep With Speed, Not Slugging",201406,0.6597,0,0.833,0.167
"The idea of embellishing a yogurt soup or salad with quinoa comes from Deborah Madison, who uses black quinoa in a brilliant recipe for a soup in her book “Vegetable Literacy.” I used red quinoa to add texture, color and substance to this typical ...",50 Ways to Love Your Quinoa,201406,0.5859,0,0.913,0.087
Beneath the autumn/winter 2014 clothes that have begun to pile up in stores lies an exotic set of separates and accessories rich in pattern and texture.,Moroccan Flair in Late-Season Summer Finds,201406,0.2023,0.092,0.789,0.118
"Dr. Wing, a British psychiatrist, recognized autism as a mental disorder of many gradations, and she coined the term Asperger’s syndrome for its mildest form.","Dr. Lorna Wing, Who Broadened Views of Autism, Dies at 85",201406,-0.4019,0.109,0.891,0
