snippet,headline__main,year_mo,compound,negative,neutral,positive
"MELNICK--Gisele 107/1935 - 5/2/2006 ""The world is diminished without her."" 1/3","Paid Notice: Memorials  MELNICK, GISELE 10",201605,0,0,1,0
"DIAMOND--Paul M. It is with great sadness we announce the passing of Paul M. Diamond on Wednesday, April 27, 2016, after a brave struggle with pancreatic cancer. Paul was loved by many and will be missed deeply by all who came in contact with his ...","Paid Notice: Deaths  DIAMOND, PAUL M",201605,0.4588,0.188,0.591,0.22
"CALLO--Dominick F.,beloved husband, stepfather, and friend, passed away on April 28, 2016, at the age of 85, with his adoring wife, Mary Loving, by his side. A lifelong New Yorker, Mr. Callo was a veteran of the Korean War and retired lieutenant w...","Paid Notice: Deaths  CALLO, DOMINICK F.",201605,0.7783,0.076,0.717,0.207
"LARMETT--Linda, nee Magnani, July 12, 1946 - April 25, 2016. Survived by her husband of 23 years, James C. Larmett, her sister-in-law Nora Doyle Magnani and nephews Brian and Marc Magnani. Services were private. 1/3","Paid Notice: Deaths  LARMETT, LINDA",201605,0.5106,0,0.909,0.091
"BRAWARSKY--Muriel. Loving wife of the late Jack. Beloved mother of Phyllis (Noah), Diane (William), Sandee (Barry). Amazing bubbie and great-bubbie. Most devoted friend. Funeral Monday, May 2, Plaza Chapel, 630 Amsterdam Avenue (91st Street), 12:0...","Paid Notice: Deaths  BRAWARSKY, MURIEL",201605,0.9404,0.056,0.589,0.355
"LINTON--Robert E. Robert E. Linton, former CEO and Chairman of Drexel Burnham Lambert, Inc., died April 26, 2016 at the age of 90. During the early 1980s, Mr. Linton served as the head of the storied investment banking and securities firm that pio...","Paid Notice: Deaths  LINTON, ROBERT E",201605,-0.34,0.077,0.876,0.047
"KOWALSKY--Norman. April 30, 2016. Brother of Ruth Kowalsky. Interment at Mount Lebanon Cemetery Monday. 1/3","Paid Notice: Deaths  KOWALSKY, NORMAN",201605,0,0,1,0
"BLANK--Robert Saler, died peacefully with family by his side on April 30th. A beloved husband, father, grandfather and friend, Bob had a distinguished 45 year career as a senior partner at Whitcom Partners, a company that owned and operated newspa...","Paid Notice: Deaths  BLANK, ROBERT SALER",201605,0.743,0.079,0.703,0.218
"MANDELKER--Philip, 69, died on Monday, April 25, 2016, of complications following a liver transplant. The funeral took place in Tel Aviv. Loving and beloved husband of Edna (nee Gil), extraordinary father of Nir and Inbal, devoted son of Evelyn (n...","Paid Notice: Deaths  MANDELKER, PHILIP",201605,0.5859,0.122,0.68,0.198
"CLARK--Lawrence David, Jr. passed away at his home in New York City on April 27, 2016 at the age of 72. He was born in East Rochester, NY to Lawrence David Clark, Sr. and Josephine Furman Clark. He graduated from Harvard College in 1965, magna cum...","Paid Notice: Deaths  CLARK, LAWRENCE DAVID",201605,0,0,1,0
"LAURO--Dr. Louis, Beloved husband of Shirley, cherished father to Linda, Nancy, Andrea; grandfather to Marko, Lucy, Luke, Joshua, passed away peacefully at home, April 27. Services: Tuesday, May 3, 11:30am, Plaza Jewish Community Chapel, 630 Amste...","Paid Notice: Deaths  LAURO, DR",201605,0.875,0,0.767,0.233
"LEVINE--Rosalie Bernstein On April 29, in Princeton, NJ, a week after her 88th birthday. Predeceased by her beloved brother Bill and sister Isabel Rader. Survived by Ted Levine, her loving and devoted husband of 62 years, her daughter Carol (Tim),...","Paid Notice: Deaths  LEVINE, ROSALIE BERNSTEIN ON APRIL 29",201605,0.9217,0,0.726,0.274
"BLANK--Robert S. Congregation Emanu-El of the City of New York records with deep sorrow the death of our cherished member, Robert Blank. To his family and loved ones we express our profound sympathy. May beautiful memory bring comfort to those who...","Paid Notice: Deaths  BLANK, ROBERT S",201605,0.8316,0.127,0.592,0.28
"STOCKMAN--Henry Charles, Jr. Died peacefully April 21st at ""Meadow Ridge"" in Redding, CT. He was 97 years old. He was predeceased by his loving wife of 70 years, Jeanne, in July, 2015. The couple lived in Locust Valley and Glen Cove, NY. Henry was...","Paid Notice: Deaths  STOCKMAN, HENRY CHARLES",201605,0.5719,0.069,0.79,0.141
"KRAKAUER--Ronald, Esq.,born August 10, 1945 and formerly of North Caldwell, NJ, died on Saturday, April 30, 2016 at his home in Palm Desert, CA after a short illness. He was surrounded by his loving and caring family at the time of his death. Rona...","Paid Notice: Deaths  KRAKAUER, RONALD, ESQ.",201605,-0.4767,0.184,0.687,0.128
David Backes scored off the carom of an Alexander Steen shot to give St. Louis a Game 2 victory at Dallas.,Blues Even Series With Stars at 1-1; Sharks Take 2-0 Lead Over Predators,201605,0,0,1,0
Toronto will face Miami in the Eastern Conference semifinals after both teams triumphed in Game 7s.,Raptors Survive a Game 7; Heat Win Theirs With Ease,201605,0.4939,0,0.824,0.176
"Nairo Quintana protected his overall lead to win the race in Geneva, a Tour de France trial.",Colombian Wins Tour de Romandie,201605,0.7717,0,0.676,0.324
"Jhonattan Vegas birdied two holes in the rain-delayed third round of the Zurich Classic in Avondale, La., giving him a share of the lead with Brian Stuard.",Two Share Lead in Louisiana,201605,0.5574,0,0.839,0.161
Agnieszka Radwanska and Angelique Kerber both left in the opening round.,Top Two Women’s Seeds Upset in 1st Round at Madrid,201605,0,0,1,0
"Jacksonville agreed to terms with undrafted rookie free agents, including five offensive players.",Jaguars Sign Nine Free Agents,201605,0.34,0.163,0.543,0.293
"Chicago released the veterans Antrel Rolle, a safety, and Matt Slauson, a left guard.",Bears Cut Two Veteran Players,201605,0.4215,0,0.797,0.203
"Si puedes pedalear una bicicleta, nadar o correr a toda velocidad por cuatro minutos completos, esta puede ser la serie que necesitas.",Rutina de 4 minutos,201605,0,0,1,0
"Ponte los tenis, toma una silla y usa toda tu energía para esta sorprendente técnica.",Una rutina de 7 minutos,201605,0,0,1,0
Un solo minuto de trabajo duro durante una rutina de 10 minutos puede hacer una gran diferencia.,Una rutina de 10 minutos,201605,0,0,1,0
"Beyoncé in latex, Kim Kardashian and Kanye West in matching Balmain, and more highlights from fashion’s big night.",Glittering Scenes From the 2016 Met Gala Red Carpet,201605,0,0,1,0
"The cult novelist on his home office in Chicago, where he wrote his latest novel, “A Decent Ride.”",A Writer’s Room: Irvine Welsh,201605,0.3182,0,0.881,0.119
"Taking cues from the evening’s theme, “Manus x Machina: Fashion in an Age of Technology,” the actress worked with the emerging brand Monse to create an original suit.",The Story Behind Sarah Jessica Parker’s ‘Hamilton’-Inspired Met Gala Look,201605,0.5267,0,0.85,0.15
The actress worked with the emerging brand Monse to create a unique suit for the event.,Getting Ready for the Met Gala With Sarah Jessica Parker,201605,0.2732,0,0.87,0.13
"The Snapchat feature, which focuses a camera lens on your face and that of another person and interchanges them, has become a new obsession for some.",What do Blac Chyna and Hillary Clinton Have in Common? Face-Swapping,201605,-0.34,0.094,0.906,0
This week’s “Jane” is a cute Mother’s Day episode.,"‘Jane the Virgin’ Season 2, Episode 20: Are Jane and Petra Friends?",201605,0.4588,0,0.7,0.3
The first allocation of federal tax dollars to move an entire community struggling with the impacts of climate change.,Isle de Jean Charles Resettlement Plan,201605,-0.4215,0.135,0.865,0
"Looks from the Metropolitan Museum of Art’s Costume Institute event, which celebrated the exhibition “Manus x Machina: Fashion in an Age of Technology.”",Met Gala 2016: Red Carpet Trends,201605,0.5719,0,0.85,0.15
Voters cast their ballots in the Republican and Democratic presidential primaries in Indiana.,Taking to the Polls in Indiana,201605,0,0,1,0
Here’s what you need to know to start your day.,"Your Tuesday Briefing: Syria, Met Gala, Leicester City",201605,0,0,1,0
Catch up on the most popular stories of the month.,In Case You Missed It: April's Top Real Estate Stories,201605,0.4754,0,0.744,0.256
"Quotation of the day for Tuesday, May 3, 2016.",Quotation of the Day,201605,0,0,1,0
"Corrections appearing in print on Tuesday, May 3, 2016.","Corrections: May 3, 2016",201605,0,0,1,0
“American Masters” sings the blues for Janis Joplin. “Person of Interest” has one last go. And you thought your mom was bad? Check out the ones on “Seinfeld.”,What’s on TV Tuesday,201605,-0.5423,0.115,0.885,0
"결혼을 앞둔 커플이 꼭 나누어야 할 대화가 있다. 사적이고 어색한 이야기들이지만, 그냥 넘어갔다가는 결혼 후 몇 년이 지나 새삼 놀랄 일이 생길지도 모른다.",결혼 전에 물어야 할 13가지 질문 ,201605,0,0,1,0
"BERRIGAN--Daniel. The law firm of Kellner Herlihy Getty & Friedman mourns the passing of Daniel Berrigan, S.J. We were proud to represent him and his fellow members of the West Side Jesuit Community for many years. ""Start with the impossible. Proc...","Paid Notice: Deaths  BERRIGAN, DANIEL",201605,-0.0772,0.076,0.854,0.07
BLANK--Robert S. We send our love as well as our deepest condolences to Nancy and the entire Blank Family. Bob was a very special friend and his passing is a great loss to all who knew him. We will miss him enormously. Ann and Charley 1/3,"Paid Notice: Deaths  BLANK, ROBERT S",201605,0.9322,0.068,0.64,0.292
"BLANK--Robert S. A dear, warm, wonderful man who enriched the lives of all who knew him. There is nothing he wouldn't do to help his many friends. We will never forget you and all the great times we shared together. We will miss you terribly. Our ...","Paid Notice: Deaths  BLANK, ROBERT S",201605,0.9002,0.119,0.572,0.309
"REILLY--Paul F.,of Yonkers, on May 1, 2016 at the age of 57. Beloved husband of Regina, loving father of Katherine and Meghan, dear son of Margaret and the late Francis Reilly. Brother of Peter (Mary Ann), Sean (Valerie), Frances (David) Smith, Ka...","Paid Notice: Deaths  REILLY, PAUL F.",201605,0.8689,0,0.799,0.201
"PAPPAS--Dean Clement. 76, philanthropist and former CEO and chairman of Clement Pappas and Company, Inc., a South Jersey food processing company, on April 30, 2016 in Philadelphia. Born in Atlantic City, New Jersey, Mr. Pappas graduated from Dicki...","Paid Notice: Deaths  PAPPAS, DEAN CLEMENT",201605,0,0,1,0
"RAYMOND--Mary, 90 years old of Closter, NJ. Beloved wife of the late Mort, and survived by her children Jerry and Marisbel Raymond and Ronnie Ellen Raymond, grandchildren Harry Raymond, Abigail Frost and her husband, Bradley, great- granddaughter ...","Paid Notice: Deaths  RAYMOND, MARY",201605,0.8934,0,0.766,0.234
"GIUFFRA--Robert J.,Sr. Of Bronxville, New York and Otis, Massachusetts. Beloved husband, father and grandfather, Bob died on April 30, 2016 surrounded by his family and in the loving arms of his wife of 57 years, Dr. Mary J. Giuffra. Born in Brook...","Paid Notice: Deaths  GIUFFRA, ROBERT J.",201605,0.5574,0.072,0.783,0.145
"BLANK--Robert. There was no better friend than Bob Blank. So kind, so generous, so smart--he was totally devoted to family and friends and the institutions that meant a great deal to him. We miss him tremendously and send much love to Nancy and th...","Paid Notice: Deaths  BLANK, ROBERT",201605,0.9798,0.058,0.503,0.439
"LEVIN--Kenneth. We note with sorrow the passing of our member, Kenneth Levin and extend sincerest condolences to his bereaved family. Angela W. Buchdahl and President Abby Pogrebin, Central Synagogue of New York City 1/3","Paid Notice: Deaths  LEVIN, KENNETH",201605,-0.4215,0.158,0.728,0.114
"MASPERO--Charles H.,of Bronxville, on April 28, 2016. Dear uncle of Matthew Pauley and brother of the late Lucile Pauley. He proudly served as a pilot with the US Army Air Force during WWII. Calling hours at the Fred H. McGrath & Son, Funeral Home...","Paid Notice: Deaths  MASPERO, CHARLES H.",201605,0.5719,0.052,0.818,0.13
"MALONE--Dr. Charles Anthony, child psychiatrist, teacher, mentor, colleague, leader, jazz-lover, Giants fan, rabble-rouser and advocate, adored son, beloved and loving husband, father/step- father, grandfather, in-law, uncle, cousin, and friend, d...","Paid Notice: Deaths  MALONE, DR",201605,0.9382,0,0.617,0.383
AARON--Daniel. The trustees and staff of the Library of America are saddened by the death of Life Trustee and founding president Daniel Aaron. The Library of America - a nonprofit cultural institution created in 1979 to publish authoritative editi...,"Paid Notice: Deaths  AARON, DANIEL",201605,-0.6124,0.164,0.717,0.119
"SHEA--Francis P. Beloved husband of Lois. Longtime NY Times Stereotyper. Incredible father of Lois, Maureen, Mike, Tim, Brian and Willie. Rest in peace, Dad. 1/3","Paid Notice: Deaths  SHEA, FRANCIS P",201605,0.7783,0,0.772,0.228
"DIAMOND--Paul M. It is with great sadness we announce the passing of Paul M. Diamond on Wednesday, April 27, 2016, after a brave struggle with pancreatic cancer. Paul was loved by many and will be missed deeply by all who came in contact with his ...","Paid Notice: Deaths  DIAMOND, PAUL M",201605,0.4588,0.188,0.591,0.22
"SKOLNIK--Theodore M.,died on April 21, 2016. He lives on through all the good he did in this world. 1/3","Paid Notice: Deaths  SKOLNIK, THEODORE M.",201605,0.4404,0,0.861,0.139
"BUTLER--Jane Hays. Lifelong Greenwich Village resident, died April 27, 2016, age 91. Mrs. Butler graduated City and Country School and attended Syracuse University and Vesper George School of Art. She served as Chair of the International Choral Fe...","Paid Notice: Deaths  BUTLER, JANE HAYS",201605,-0.5574,0.089,0.911,0
"KLEINBERG--Norman Charles, beloved husband of Marcia; devoted father of Lauren and Joanna and father-in-law to their husbands Darren and Daniel; loving grandfather of Margot, Charlotte and Jake; and valued colleague of the partners of Hughes Hubba...","Paid Notice: Deaths  KLEINBERG, NORMAN CHARLES",201605,0.9153,0,0.714,0.286
"BROMBERG--Myron J.,Esq. Our sympathy to Lisa, his devoted wife, Ken, Eric and Bruce. Best friend for 78 years from Passaic to Yale and forever after. Roma, Bob, Janice and Irma 1/3","Paid Notice: Deaths  BROMBERG, MYRON J.",201605,0.9118,0,0.682,0.318
"SKODNEK--Jack. The officers, board and staff of the American Technion Society (ATS) mourn the loss of Jack Skodnek of Palm Beach, FL. He was a longtime leader of the ATS Palm Beach Chapter, and a Life Trustee of the ATS National Board of Regents. ...","Paid Notice: Deaths  SKODNEK, JACK",201605,-0.4767,0.108,0.849,0.042
"BERRIGAN--Rev. Daniel J.,S.J., on April 30, 2016. Reposing at the Church of St. Francis Xavier, 46 W. 16th Street, New York, NY 10011 on Thursday, 2-5 and 7-9pm. A Mass of Christian Burial will be held at the Church of St. Francis Xavier on Friday...","Paid Notice: Deaths  BERRIGAN, REV. DANIEL J.",201605,0,0,1,0
"SYLVAN--Eleanor Glasberg, 85, of Boca Raton, FL and Woodmere, NY, passed away on May 1, 2016. Loving mother of Bonnie Fuchs, Lisa Glasberg and Andrea Kantor and grandmother of Jennifer Kantor and Casey Fuchs. Despite battling the affects of Alzhei...","Paid Notice: Deaths  SYLVAN, ELEANOR GLASBERG",201605,0.4215,0.048,0.864,0.089
"FLEITMAN--Alexander. We note with sorrow the passing of our Longtime member, Alexander Foster Fleitman and extend sincerest condolences to his bereaved family. Angela W. Buchdahl and President Abby Pogrebin, Central Synagogue of New York City 1/3","Paid Notice: Deaths  FLEITMAN, ALEXANDER",201605,-0.4215,0.15,0.741,0.109
"LEEDS--Dalia B. Congregation Emanu-El of the City of New York records with deep sorrow the death of our cherished member, Dalia Leeds. To her family and loved ones we express our profound sympathy. The beautiful qualities of her life shall endure ...","Paid Notice: Deaths  LEEDS, DALIA B",201605,0.743,0.128,0.633,0.239
"BLANK--Robert S. The Trustees, faculty, and staff of the University of Pennsylvania are deeply saddened by the death of our great friend and Emeritus Trustee Robert S. Blank. An alumnus of Penn Law, Bob was devoted to the University, serving for m...","Paid Notice: Deaths  BLANK, ROBERT S",201605,0.5729,0.136,0.626,0.238
"KLEINBERG--Norman. Esteemed colleague; brilliant attorney; giving husband, father, and grandfather; game travel companion; discriminating shopper; gifted blackjack player. Most of all, loyal friend. We will never forget the good times. Our hearts ...","Paid Notice: Deaths  KLEINBERG, NORMAN",201605,0.9316,0.053,0.568,0.379
"BLANK--Robert S. Blank and Chaikin Family - Our hearts are with you during this most difficult time. Sending you much love and strength. The Grants, Laschers, Pantzers and Sassowers 1/3","Paid Notice: Deaths  BLANK, ROBERT S",201605,0.7584,0.075,0.674,0.251
"BLANK--Robert Saler, died peacefully with family by his side on April 30th. A beloved husband, father, grandfather and friend, Bob had a distinguished 45 year career as a senior partner at Whitcom Partners, a company that owned and operated newspa...","Paid Notice: Deaths  BLANK, ROBERT SALER",201605,0.743,0.079,0.703,0.218
"ESCOBAR--Marisol. The American Academy of Arts and Letters notes with sorrow the death of this esteemed sculptor, who achieved early recognition as a ""10th Street artist"" in the '50s and the ""queen of Pop Art"" in the '60s and '70s. Her sculptures ...","Paid Notice: Deaths  ESCOBAR, MARISOL",201605,-0.6597,0.148,0.793,0.059
"ROKITO--Michael Barry. On May 1, 2016 at the age of 80, of Roslyn, NY. Beloved husband of Evelyn. Loving father of Andrew (Susan), Steven (Jodi) and Alyssa (Robert) Unikel. Adored grandfather of Shelby, Ariel, Lindsay, Jackson, Ryan, Josh and Matt...","Paid Notice: Deaths  ROKITO, MICHAEL BARRY",201605,0.875,0,0.787,0.213
"Fourth-seeded Victoria Azarenka of Belarus continued her fine form on Monday, beating Alizé Cornet of France, 6-3, 6-2, to advance to the third round of the Madrid Open.",Azarenka Advances Again,201605,-0.296,0.097,0.844,0.058
"The National Wrestling Hall of Fame revoked all awards bestowed upon J. Dennis Hastert, the former United States speaker of the House, after he admitted in court to sexually abusing students.",Hastert’s Awards Revoked,201605,0.7269,0.077,0.665,0.258
The Liberty acquired the All-Star point guard Shoni Schimmel from the Atlanta Dream for a 2017 second-round draft pick.,Liberty Gain a Star Guard,201605,0.6597,0,0.748,0.252
A look at some of the 140 works brought to the Jewish Museum.,On display at “Roberto Burle Marx: Brazilian Modernist”,201605,0,0,1,0
"A state of emergency was declared in Alberta, Canada, forcing the frightened residents of three additional communities to evacuate.",Thousands More Flee Fast-Spreading Wildfire in Canada,201605,-0.6705,0.256,0.744,0
"New designs capture the perfect paradox of ’90s tailoring, when crisp structure met oversize ease.",Six Effortlessly Stylish Coats,201605,0.7003,0.071,0.612,0.316
Karl Lagerfeld brought 700 guests — including Tilda Swinton — to Cuba for the presentation of his resort collection on Tuesday.,Colorful Scenes From Chanel’s Show in Havana,201605,0,0,1,0
Régime des Fleurs collaborated with Burrow bakery’s Ayako Kurokawa on an uplifting creation.,A Cookie Bouquet From a Cult Brooklyn Baker and Two Perfumers,201605,0.2732,0,0.851,0.149
"For this year’s Frieze art fair, David Horvitz has hired a professional pickpocket to work in reverse, depositing sculptures into fairgoers’ pockets.",One Frieze Artist’s Special Relationship With His Retainers,201605,0.3182,0,0.897,0.103
Current polls show an uphill battle for Donald Trump should he and Hillary Clinton face off in the general election.,The Electoral Map Looks Challenging for Trump,201605,-0.3818,0.12,0.88,0
"A new book from the Caldecott Medalist Mordicai Gerstein stars the boisterous Pan, that most un-godlike of ancient Greek gods.",‘I Am Pan!’ by Mordicai Gerstein,201605,0,0,1,0
Museums have long sought ways to bring in money outside of ticket sales. The Van Gogh is trying something new by offering services to private clients.,"Van Gogh Museum Wants to Share Its Expertise, for a Price",201605,0,0,1,0
Understanding Britney Spears’s situation — and how it could change.,What Is a Conservatorship?,201605,0,0,1,0
Here’s what you need to know to start your day.,"Your Wednesday Briefing: Donald Trump, Bernie Sanders, Fort McMurray",201605,0,0,1,0
"The party’s politicians might survive the year with their dignity or professional prospects intact, but probably not both.",Welcome to the Great Republican Squirm of 2016,201605,0.431,0,0.756,0.244
"On this special episode of the podcast, Pamela Paul, Sam Tanenhaus, Dwight Garner and Gary Shteyngart discuss the history of the show, which started in 2006.",Inside The New York Times Book Review: Celebrating 10 Years,201605,0.4019,0,0.903,0.097
"The legendary French New Wave actress and muse sat down with T in advance of an appearance, and a weeklong series of screenings, at Film Forum.",Anna Karina Reflects on Life With Godard — and Getting Her Name From Coco Chanel,201605,0,0,1,0
"The denim line M.i.h debuts a monthlong residency, where the brand’s greatest hits will be sold alongside a series of collaborations.",A Cult Denim Brand Opens a London Pop-Up,201605,0.6369,0,0.811,0.189
T highlights six first-time vendors to look out for this weekend at Mack Sennet Studios.,Inside Los Angeles’s Indie Shopper Heaven: the Echo Park Craft Fair,201605,0,0,1,0
"The denim designer welcomes T into her Southern England home, located on a nature preserve.",Inside Chloe Lonsdale’s 400-Year-Old British Boathouse,201605,0.4019,0,0.816,0.184
"Rob Kalin, who founded the online crafters’ paradise Etsy, is creating a new artisanal community in a former mill and furniture factory.",The Handmade Life,201605,0.4215,0.133,0.63,0.237
Japan is already preparing for the influx of visitors with its first Aman property and a totally tranquil Tokyo high-rise.,"In Advance of the 2020 Olympics, a Mini Hotel Boom in Japan",201605,0.1263,0,0.923,0.077
The French luxury brand introduced its 2017 resort collection in Cuba.,Chanel Goes to Havana,201605,0,0,1,0
"The former Kate Middleton’s first glossy magazine shoot presented a consciously dressed-down royal, and reactions have been mixed.",Duchess of Cambridge Becomes a Vogue Cover Star,201605,-0.34,0.13,0.87,0
Here’s what you need to know to start your day.,"Your Thursday Briefing: Donald Trump, Hillary Clinton, Cleveland Cavaliers",201605,0,0,1,0
"Measures that discourage the use of disposable bags, like a fee being considered by the New York City Council, are needed.",How New York Can Put an End to the Plastic Bag,201605,-0.0772,0.12,0.773,0.107
"Mary Ellen Mark’s subjects often projected an unusual degree of self-confidence, like her.","Attitude, by Mary Ellen Mark",201605,0.3612,0,0.828,0.172
"Corrections appearing in print on Thursday, May 5, 2016.","Corrections: May 5, 2016",201605,0,0,1,0
Gérard Depardieu plays a longtime mayor battling for his legacy in “Marseille.” And Allison Janney remembers “The West Wing” on “Mom.”,What’s on TV Thursday,201605,-0.0258,0.095,0.814,0.09
"Quotation of the day for Thursday, May 5, 2016.",Quotation of the Day,201605,0,0,1,0
"After Washington’s Mike Weber tried to clear a shot, Patric Hornqvist scored a goal that gave Pittsburgh a 3-1 lead in the second-round series.",Penguins Beat Capitals in Overtime to Take Commanding Lead,201605,0.3818,0,0.885,0.115
The Consumer Financial Protection Bureau is proposing a rule that would limit clauses forcing customers to agree to arbitration instead of pursuing class-action suits.,Rule on Arbitration Would Restore Right to Sue Banks,201605,0.3612,0,0.898,0.102
"Boil a couple of cups of wine with shallots and butter as quickly as your stove will allow. When the wine is almost completely gone, cook the shrimp in this sauce. The keys to finishing the dish are seasoning and body: it will take plenty of salt ...",THE MINIMALIST; Enriching a Sauce With Wine,201605,0.2263,0,0.96,0.04
"TURK--Abner Issac, of Weston, FL, formerly of South Orange, NJ, passed away peacefully on May 3, 2016. Abner was born in Newark, NJ on April 17, 1926. Abner attended Princeton, Texas A & M and graduated from Rutgers University. After working at Ne...","Paid Notice: Deaths  TURK, ABNER ISSAC",201605,0.5267,0,0.92,0.08
WEISS--Dr. Bernard. To my special brother-in-law that I will truly miss and love forever. Marie 1/3,"Paid Notice: Deaths  WEISS, DR",201605,0.8481,0.071,0.491,0.438
"WEISS--Dr. Bernard. Our Dad, grandfather and great-grandfather, Dr. Bernard Weiss, died peacefully surrounded by family in New York on May 3, 2016 at the age of 93. Born to Dr. Samuel and Ella Weiss on February 9, 1923 in New York, NY, Bernie beca...","Paid Notice: Deaths  WEISS, DR",201605,-0.0516,0.073,0.857,0.069
BLANK--Robert S. There are no words to adequately describe Bob and he leaves a void in those whose lives he touched. He cared deeply for people and his standards for everything he tackled throughout his life were exemplary. It was a great privileg...,"Paid Notice: Deaths  BLANK, ROBERT S",201605,0.6908,0.047,0.807,0.146
"LOPEZ--Blanca. The New York Times records with deep sorrow the passing of Blanca Lopez, associated with The New York Times from May 7, 1963 until retiring on April 10, 1998. 1/3","Paid Notice: Deaths  LOPEZ, BLANCA",201605,-0.5267,0.102,0.898,0
"KLEINBERG--Norman C.,marathon runner, Bergdorf cashmeres, slipped off his Rolex before jury trials, 50 gifts for Marcia's 50th--with limousine stops up Madison Avenue, lured us to the Cipriani in Venice, the Taormina in Sicily, sedia di rotelle, t...","Paid Notice: Deaths  KLEINBERG, NORMAN C.",201605,-0.1531,0.043,0.957,0
"PARMET--Belle, died April 30, 2016. Mother of Philip and Carolynn. Memorial Saturday, May 28, 2-4pm at The Philadelphian, 2401 Pennsylvania Ave., Room B, Philadelphia. Donations should be sent to Bryn Mawr School of Social Work. 1/3","Paid Notice: Deaths  PARMET, BELLE",201605,-0.5574,0.093,0.907,0
"FLOR--Dr. Richard V.,retired research chemist with U.S. Customs, died March 22, 2016 at the Villa Rosa Nursing and Rehabilitation Center in Mitchellville, MD. He was 75. Richard Flor, the son of the late Ricklef and Minna Flor, was born in New Yor...","Paid Notice: Deaths  FLOR, DR. RICHARD V.",201605,-0.5574,0.081,0.919,0
"LOBBATO--Vincent, M.D.,on May 3, 2016. Beloved husband of Maria Moreno, M.D. Devoted father of Stephanie Lobbato-Lobron. Cherished grandfather of Derek and Zoe. Loving son of Ruth and the late Vincent. Visitation Thursday, 4 to 9pm at ""The Riversi...","Paid Notice: Deaths  LOBBATO, VINCENT, M.D.",201605,0.9217,0,0.714,0.286
BLANK--Robert S. We send our love as well as our deepest condolences to Nancy and the entire Blank Family. Bob was a very special friend and his passing is a great loss to all who knew him. We will miss him enormously. Ann and Charley 1/3,"Paid Notice: Deaths  BLANK, ROBERT S",201605,0.9322,0.068,0.64,0.292
"Manziel, a 23-year-old former quarterback for the Cleveland Browns, was booked and posted bond in a domestic violence case in Dallas on Wednesday.",Johnny Manziel Booked in Dallas,201605,-0.6249,0.17,0.83,0
The former boxing champion said Trump joined up with his group at Trump National Golf Club in Los Angeles two years ago and cheated twice in the space of two holes.,Oscar De La Hoya Says Donald Trump Cheated at Golf,201605,0.1531,0.091,0.801,0.108
North Carolina’s Meeks will withdraw from the N.B.A. draft and return for his senior season.,Kennedy Meeks Out of the Draft,201605,0,0,1,0
"Djokovic eased into the third round of the Madrid Open by beating Borna Coric, 6-2, 6-4. Djokovic had four double faults but relied on his return to overpower Coric.",Novak Djokovic Wins in Madrid,201605,-0.3506,0.128,0.821,0.051
"Ms. Wright, who plays the aggrieved F.B.I. secretary on the FX series, has seen her character go through the emotional wringer.","Alison Wright on ‘The Americans,’ Martha’s Frantic Arc and Meeting a Famous Fan",201605,0.3818,0,0.841,0.159
"The Cavaliers made 18 3-pointers in the first half and added seven more after halftime to embarrass the visiting Hawks, who have lost 10 straight postseason games to Cleveland.",Cavaliers Bury the Hawks With a Record 25 3-Pointers,201605,-0.3818,0.139,0.802,0.059
Starter Kris Medlen was pounded off the mound in the third inning. First baseman Eric Hosmer was tossed in the sixth.,Nationals’ Hot Bats Wallop Slumping Royals,201605,0,0,1,0
Backers of the law say it will accelerate similar efforts elsewhere. Hawaii is the only other state to have raised the smoking age.,California Raising Smoking Age to 21,201605,0,0,1,0
"Luis Vega, who is expected to be sentenced to 25 years in prison, admitted to the death of Destiny Sanchez, the daughter of his sister’s boyfriend.","Man Pleads Guilty to Killing Girl, 15, in 2012",201605,-0.7845,0.262,0.694,0.044
"Mr. Gatewood gravitated toward extreme behavior, extreme people and extreme situations.",Photographer Charles Gatewood,201605,0,0,1,0
"The state is still the only one to not participate in a program for the working poor, after a reinstatement effort stalled in the Legislature.",Arizona Doesn’t Restore Federal Child Health Care Program,201605,-0.5994,0.189,0.811,0
A federal judge said he gave the guard a longer sentence than prescribed by guidelines to emphasize the severity of the crime.,Manhattan Jail Guard Gets 7-Year Sentence for Raping Inmate,201605,-0.4939,0.154,0.789,0.057
"Tuesday’s battle in Teleskof could presage a future in Iraq where American troops move even closer to routine, daily battle in the fight against ISIS.",Another Combat Death in Iraq May Presage Future U.S. Role,201605,-0.7783,0.271,0.729,0
"The Yankees, whose left-leaning order faces more infield shifts than any other team, need Rodriguez’s thump.",Alex Rodriguez’s Injury Deepens Yankees’ Pain,201605,0,0,1,0
"After Donald J. Trump became the presumptive Republican nominee for president, moves its team to the building’s lobby for one broadcast.","NBC Relocates ‘Nightly News’ to Trump Tower, for a Night",201605,0.0258,0,0.948,0.052
"David Berube was flying home to Connecticut after his son’s wedding in South Carolina when he lost control of his plane, relatives and officials said.",Pilot in Long Island Plane Crash Had Called for Help,201605,-0.3182,0.087,0.913,0
"Xfund, which manages more than $100 million and has funded start-ups, is in salvage mode.",Infighting Threatens to Fell a Venture Capital Firm,201605,0,0,1,0
